survey,country,edyears,pct20_29,pct20_29_male,pct20_29_female,pct20_29_urban,pct20_29_rural,pct20_29_q1,pct20_29_q2,pct20_29_q3,pct20_29_q4,pct20_29_q5
GA6,Gabon,3,0.93274724,0.92873329,0.93587422,0.93478495,0.91513783,0.91491675,0.9252969,0.91676027,0.92636114,0.97830909
GA6,Gabon,4,0.91635263,0.91590643,0.91670024,0.92220104,0.86581111,0.86630017,0.90349841,0.90209657,0.92084312,0.976668595
GA6,Gabon,5,0.89836997,0.90171677,0.89576286,0.90892249,0.80717546,0.80652386,0.87619328,0.89850795,0.90556127,0.9750281
GA6,Gabon,6,0.84547657,0.85071069,0.84139913,0.86229241,0.70015383,0.68510294,0.81165034,0.84591013,0.87727123,0.95251501
GA6,Gabon,7,0.77576011,0.78679204,0.76716602,0.80131239,0.55493689,0.54264653,0.71169871,0.78655684,0.83241409,0.92436391
GA6,Gabon,8,0.70104522,0.72224128,0.68453318,0.73054618,0.44609743,0.42278594,0.60201705,0.70489383,0.78172463,0.89934552
GA6,Gabon,9,0.61035323,0.63291943,0.59277374,0.6416201,0.34014392,0.30737126,0.47717804,0.60894799,0.69717991,0.86176169
GA6,Gabon,10,0.46400136,0.48967287,0.44400275,0.49262887,0.2166018,0.17005239,0.30699328,0.43128565,0.5725832,0.74812216
GA6,Gabon,11,0.34617886,0.38240063,0.31796139,0.37013334,0.13916411,0.089783378,0.20062236,0.29981741,0.44803312,0.61633408
GA6,Gabon,12,0.27850869,0.30559924,0.2574046,0.29951987,0.096929759,0.052578732,0.13241006,0.2342902,0.36127964,0.54777592
GH6,Ghana,0,1,1,1,1,1,1,1,1,1,1
GH6,Ghana,1,0.88016814,0.9149195,0.85151482,0.93622398,0.81013972,0.60240912,0.8189097,0.9190957,0.9507485,1
GH6,Ghana,2,0.8735773,0.91165382,0.84218222,0.93151957,0.8011921,0.5892421,0.80378681,0.91169935,0.94728839,0.9794445
GH6,Ghana,3,0.86011773,0.89925605,0.82784724,0.92464888,0.77950144,0.55540365,0.77918708,0.89838815,0.94060534,0.97795725
GH6,Ghana,4,0.84326982,0.88385421,0.80980712,0.91657007,0.75169885,0.51846159,0.7457462,0.88323599,0.93049008,0.97486818
GH6,Ghana,5,0.82637501,0.86609942,0.79362148,0.90516675,0.72794378,0.49621269,0.70989579,0.86017317,0.91809112,0.97329766
GH6,Ghana,6,0.79345018,0.83345497,0.76046544,0.87373704,0.69315112,0.45614707,0.65578866,0.82105154,0.88461244,0.96323097
GH6,Ghana,7,0.74020612,0.79050446,0.69873416,0.83930027,0.61641186,0.37614948,0.55252719,0.75727105,0.85239857,0.94382286
GH6,Ghana,8,0.6961993,0.75663251,0.64637101,0.80248481,0.56342125,0.32839119,0.48776886,0.68655711,0.81401002,0.93186206
GH6,Ghana,9,0.65835094,0.71314877,0.61316913,0.77119887,0.51737475,0.27737489,0.44062114,0.6294772,0.7839722,0.91623998
GH6,Ghana,10,0.41277781,0.47895849,0.35821053,0.53001046,0.26632398,0.15262194,0.19532962,0.32339621,0.46612337,0.72287577
GH6,Ghana,11,0.39180857,0.45163199,0.34248301,0.5116058,0.2421509,0.12907574,0.17078201,0.30203229,0.4384799,0.71268129
GH6,Ghana,12,0.36604673,0.42035437,0.32126907,0.48676559,0.21523774,0.10224113,0.13872583,0.27395108,0.42149708,0.6844545
GM6,Gambia,0,1,1,1,1,1,1,1,1,1,1
GM6,Gambia,1,0.6519565,0.71293771,0.60095006,0.76097792,0.48792538,0.49982804,0.51654333,0.5838263,0.68967217,1
GM6,Gambia,2,0.65039051,0.71130401,0.59944069,0.7599169,0.48559964,0.49668661,0.51617819,0.57984143,0.68838716,0.84073472
GM6,Gambia,3,0.64274275,0.70457608,0.59102356,0.75419253,0.47505799,0.48478171,0.50665128,0.56943583,0.68236035,0.83726239
GM6,Gambia,4,0.6286909,0.69035316,0.57711482,0.74338293,0.456128,0.45916981,0.49168807,0.55056095,0.67135578,0.8312273
GM6,Gambia,5,0.60630304,0.66926038,0.55364376,0.72557741,0.4268457,0.42710355,0.46640968,0.52067178,0.65216744,0.81870615
GM6,Gambia,6,0.58287722,0.64815372,0.52827817,0.70671237,0.39655796,0.39613512,0.43508065,0.49387985,0.63298362,0.80338126
GM6,Gambia,7,0.53783005,0.60642028,0.48045924,0.66598141,0.34501672,0.34846818,0.37996957,0.43914318,0.58842689,0.77240539
GM6,Gambia,8,0.50659084,0.5713411,0.45243198,0.63628548,0.31145564,0.3095654,0.34875289,0.39867228,0.55525339,0.75352949
GM6,Gambia,9,0.46893248,0.53324467,0.41514003,0.60106963,0.27012238,0.26530483,0.3056089,0.34542701,0.52464813,0.72783417
GM6,Gambia,10,0.35204023,0.40916473,0.30425981,0.46311378,0.18492197,0.18917374,0.20222746,0.24741061,0.37634027,0.59234542
GM6,Gambia,11,0.31000641,0.36311045,0.26558873,0.4141326,0.15334094,0.1539477,0.17157875,0.20319504,0.32512715,0.54837972
GM6,Gambia,12,0.2628184,0.30592212,0.22676529,0.36067659,0.11558364,0.11072862,0.13744323,0.16783835,0.26783001,0.4911105
GN6,Guinea,0,1,1,1,1,1,1,1,1,1,1
GN6,Guinea,1,0.50304878,0.66774982,0.37728047,0.76302069,0.30011737,0.16946943,0.25927082,0.38076738,0.62188375,0.8109594
GN6,Guinea,2,0.49737817,0.66375148,0.3703329,0.75979173,0.29254082,0.15862688,0.25421759,0.3712301,0.61864758,0.80803436
GN6,Guinea,3,0.48710051,0.6519857,0.36119157,0.75256288,0.27988327,0.14627992,0.24212919,0.3595193,0.60615516,0.80239171
GN6,Guinea,4,0.46520168,0.63317448,0.33693504,0.73150134,0.25733086,0.12869306,0.21352759,0.33670625,0.58361882,0.78321999
GN6,Guinea,5,0.44239554,0.60976076,0.31459287,0.70789462,0.23514968,0.11552027,0.19397584,0.30696696,0.55594242,0.76063681
GN6,Guinea,6,0.39406663,0.55211312,0.27337989,0.64343661,0.19941102,0.08823666,0.16336861,0.26129434,0.48910987,0.70233732
GN6,Guinea,7,0.36418337,0.52031726,0.2449571,0.60956389,0.17264187,0.07487873,0.13858604,0.2270276,0.44979739,0.66979241
GN6,Guinea,8,0.34568551,0.49849817,0.22899543,0.59043479,0.15463674,0.065905854,0.11344831,0.20689538,0.43202293,0.65056837
GN6,Guinea,9,0.31388408,0.45823494,0.20365556,0.55305147,0.12719248,0.055521209,0.098290607,0.17232713,0.38182357,0.61215556
GN6,Guinea,10,0.24972177,0.35684177,0.16792326,0.45999977,0.085580908,0.034711581,0.067819253,0.10715382,0.28543034,0.52839941
GN6,Guinea,11,0.21736054,0.31693605,0.14132313,0.4134481,0.064296611,0.030077275,0.042804692,0.082310356,0.24083655,0.4814935
GN6,Guinea,12,0.19134462,0.27402639,0.12820752,0.37112361,0.051010974,0.021403503,0.03101417,0.064828038,0.20202634,0.44219813
GU6,Guatemala,0,1,1,1,1,1,1,1,1,1,1
GU6,Guatemala,1,0.9114517,0.93649542,0.89142686,0.95652789,0.87424052,0.76508844,0.86001968,0.93361139,0.97328001,0.98935592
GU6,Guatemala,2,0.88254541,0.91716695,0.85486227,0.94272834,0.83286345,0.70052469,0.81307167,0.90426552,0.96097839,0.98788887
GU6,Guatemala,3,0.83205807,0.87468451,0.79797423,0.9139536,0.76445192,0.59721637,0.7332446,0.84889442,0.93883097,0.98036528
GU6,Guatemala,4,0.76445913,0.81274831,0.72584736,0.87765396,0.6710149,0.47323748,0.63155133,0.76620543,0.90348655,0.96797711
GU6,Guatemala,5,0.71686244,0.7688328,0.6753071,0.84801996,0.60858965,0.40040025,0.55345929,0.70891517,0.87240332,0.95864356
GU6,Guatemala,6,0.682702,0.73462325,0.64118606,0.82650369,0.56399137,0.34334457,0.50136334,0.6691736,0.84910738,0.95213115
GU6,Guatemala,7,0.51361346,0.55778289,0.47829586,0.70961446,0.35181147,0.14325565,0.25536123,0.44946921,0.6993348,0.89986736
GU6,Guatemala,8,0.48782817,0.52843469,0.4553594,0.6821031,0.32745102,0.12369138,0.23116294,0.41796207,0.66502917,0.88156772
GU6,Guatemala,9,0.45063373,0.48967066,0.41942003,0.63762039,0.29627323,0.10432896,0.1988392,0.37705344,0.60513014,0.8522588
GU6,Guatemala,10,0.35582128,0.37826008,0.33787936,0.53265023,0.20984609,0.047084492,0.11532539,0.26586181,0.47451726,0.76887095
GU6,Guatemala,11,0.33035123,0.3492496,0.3152402,0.49937168,0.19082212,0.037702795,0.098345667,0.2377398,0.43365785,0.74126816
GU6,Guatemala,12,0.256652,0.2661736,0.24903859,0.39449579,0.14285971,0.02411839,0.070270047,0.17786355,0.32670942,0.60173482
HN6,Honduras,0,1,1,1,1,1,1,1,1,1,1
HN6,Honduras,1,0.94966871,0.94076115,0.95786244,0.97520673,0.91975367,0.8589384,0.92170721,0.95740396,0.98572952,0.99598765
HN6,Honduras,2,0.93007368,0.91614109,0.94288975,0.96742427,0.88632149,0.80309606,0.88962245,0.94236803,0.98093128,0.99433696
HN6,Honduras,3,0.89417177,0.87398964,0.91273648,0.95045894,0.82823753,0.7072503,0.83773917,0.90875095,0.96825719,0.99000299
HN6,Honduras,4,0.84268451,0.81896263,0.86450529,0.92325306,0.74830723,0.58569103,0.7506249,0.86374861,0.94524819,0.98464084
HN6,Honduras,5,0.8053844,0.78125817,0.82757711,0.90492463,0.68878388,0.49705288,0.69534314,0.82149547,0.93316305,0.97861379
HN6,Honduras,6,0.76972508,0.74886584,0.78891259,0.88224053,0.63792551,0.42852259,0.63780969,0.77895081,0.91532207,0.97294402
HN6,Honduras,7,0.50370234,0.46109566,0.54289436,0.68029231,0.2968463,0.10418712,0.26286975,0.43470395,0.67106003,0.88294786
HN6,Honduras,8,0.47711188,0.43477494,0.51605576,0.64670402,0.27845299,0.091276743,0.24231757,0.39629656,0.63063157,0.86511487
HN6,Honduras,9,0.44441611,0.40377337,0.48180151,0.60540068,0.25584,0.083009057,0.21793655,0.35681379,0.5779956,0.83322585
HN6,Honduras,10,0.3830626,0.34139314,0.42139241,0.53380489,0.2064842,0.064023867,0.1646938,0.28328636,0.48457789,0.77630156
HN6,Honduras,11,0.35938936,0.32098439,0.39471635,0.50297922,0.19118936,0.055055801,0.14810622,0.26181179,0.44896936,0.74599355
HN6,Honduras,12,0.30154189,0.2728557,0.32792899,0.42554566,0.15628488,0.04542065,0.11290069,0.2078864,0.36699575,0.6551578
HT6,Haiti,0,1,1,1,1,1,1,1,1,1,1
HT6,Haiti,1,0.93035173,0.93955672,0.92216599,0.96783781,0.89303184,0.79268849,0.88438618,0.93536985,0.96388662,0.99051219
HT6,Haiti,2,0.90908259,0.92096317,0.89851767,0.95845056,0.85993356,0.73769635,0.84763479,0.9142918,0.9523322,0.98596358
HT6,Haiti,3,0.8748734,0.88890672,0.86239409,0.9386062,0.8114233,0.65593696,0.793953,0.87850481,0.93047488,0.97662884
HT6,Haiti,4,0.83240098,0.8432461,0.82275683,0.91280919,0.7523495,0.55337441,0.72453672,0.83797002,0.90461272,0.962937
HT6,Haiti,5,0.78303599,0.79976952,0.76815552,0.88391483,0.68260461,0.44676715,0.64547944,0.7821362,0.87219298,0.94900405
HT6,Haiti,6,0.68718189,0.70912755,0.66766644,0.81436557,0.56056231,0.31783733,0.49711862,0.65928614,0.78725994,0.91240913
HT6,Haiti,7,0.61551303,0.64150769,0.59239703,0.76301283,0.46866751,0.22546837,0.40014449,0.5692966,0.71386081,0.8823356
HT6,Haiti,8,0.55745929,0.5840885,0.53377903,0.71771252,0.39791694,0.17651388,0.31550971,0.49182904,0.64891255,0.85768199
HT6,Haiti,9,0.46932411,0.49914539,0.44280523,0.6369344,0.30245733,0.11256828,0.22421765,0.38732389,0.55347741,0.77939105
HT6,Haiti,10,0.38986295,0.42382458,0.35966226,0.55539739,0.22506286,0.069303572,0.15566057,0.28008437,0.45665419,0.71382236
HT6,Haiti,11,0.31582975,0.34841639,0.2868517,0.46448314,0.16783576,0.046420459,0.10316867,0.20093888,0.35547766,0.63091791
HT6,Haiti,12,0.17246254,0.19776857,0.14995882,0.27287909,0.0724914,0.013856096,0.038152624,0.088490099,0.16767308,0.4024882
IA5,India,0,1,1,1,1,1,1,1,1,1,1
IA5,India,1,0.74135321,0.85037571,0.64548588,0.87231046,0.67111224,0.39232889,0.59045368,0.73935544,0.87740612,0.96829379
IA5,India,2,0.73740059,0.84660143,0.6413765,0.87052375,0.66599792,0.38392776,0.58474535,0.73541951,0.87449658,0.9677493
IA5,India,3,0.7222594,0.82942611,0.62802398,0.86032838,0.64820403,0.35779423,0.55960864,0.71930701,0.8628732,0.9654851
IA5,India,4,0.7031908,0.80964428,0.60958242,0.84796381,0.62553948,0.32655111,0.53053594,0.69397706,0.85047412,0.96168345
IA5,India,5,0.67318714,0.77951199,0.57969183,0.82707775,0.59064549,0.28626031,0.48023424,0.65664929,0.82647377,0.95542169
IA5,India,6,0.60726553,0.71570802,0.51190811,0.77283645,0.51845896,0.21464914,0.39179885,0.57141227,0.75558513,0.93337452
IA5,India,7,0.57453424,0.67914164,0.48254907,0.74304909,0.48414862,0.18861979,0.35040244,0.52542812,0.71699506,0.92048955
IA5,India,8,0.51736289,0.61924648,0.427773,0.68676805,0.42649981,0.14642377,0.28955239,0.44802433,0.64399666,0.8896029
IA5,India,9,0.43948323,0.532682,0.35753018,0.61196637,0.34696922,0.095782846,0.20989542,0.34920415,0.54370815,0.83521229
IA5,India,10,0.33896971,0.40615335,0.27989271,0.5068264,0.24893723,0.048110411,0.12013475,0.23016778,0.4052093,0.74392098
IA5,India,11,0.23894005,0.29277787,0.19159849,0.38647544,0.15980719,0.025682347,0.067596681,0.13638367,0.25795317,0.59407258
IA5,India,12,0.21418385,0.25911242,0.17467652,0.35716844,0.13749193,0.019520218,0.053893115,0.11010971,0.22462976,0.55758673
ID6,Indonesia,0,1,1,1,1,1,1,1,1,1,1
ID6,Indonesia,1,0.98324013,0.98600227,0.98071289,0.99387211,0.97107559,0.93583602,0.98456377,0.99571419,0.99658829,0.99871397
ID6,Indonesia,2,0.97888917,0.98179084,0.9762342,0.99152064,0.96443695,0.92291504,0.97980762,0.9927423,0.99491775,0.99851161
ID6,Indonesia,3,0.96989644,0.97145438,0.96847051,0.98737651,0.94989669,0.89697152,0.97134918,0.98524725,0.99115074,0.99781001
ID6,Indonesia,4,0.958332,0.95835161,0.95831329,0.98166925,0.93163091,0.8650201,0.95815921,0.97574723,0.98881799,0.99506122
ID6,Indonesia,5,0.94347531,0.94256055,0.94431102,0.97517473,0.90720659,0.82536519,0.94170302,0.96402103,0.98358577,0.9915849
ID6,Indonesia,6,0.92725897,0.92438895,0.92988306,0.96518904,0.88386142,0.78989464,0.91903025,0.95181239,0.97449881,0.98816597
ID6,Indonesia,7,0.74434483,0.74699062,0.74191922,0.84832716,0.6253739,0.4646014,0.65271407,0.77128392,0.86534876,0.94414908
ID6,Indonesia,8,0.73111469,0.72940314,0.73267502,0.84012616,0.6063897,0.43958989,0.63231814,0.76114869,0.85810328,0.93957442
ID6,Indonesia,9,0.7167238,0.7114743,0.72152054,0.82864082,0.58867431,0.4162488,0.61577964,0.74878365,0.84774494,0.92929602
ID6,Indonesia,10,0.50669628,0.51457644,0.49947712,0.64832878,0.34464794,0.21380019,0.3497121,0.48553842,0.63850784,0.82816911
ID6,Indonesia,11,0.49773738,0.50408369,0.49192128,0.63931745,0.33574906,0.20346317,0.33871689,0.47611839,0.63107884,0.8214736
ID6,Indonesia,12,0.48962834,0.49538493,0.48435158,0.6324783,0.32618713,0.19338588,0.32758132,0.46815917,0.62442112,0.81660974
JO6,Jordan,0,1,1,1,1,1,1,1,1,1,1
JO6,Jordan,1,0.98524195,0.9946987,0.975169,0.9849543,0.9866218,0.96852505,0.99200666,0.99646616,0.99786031,0.97103047
JO6,Jordan,2,0.98359275,0.99410969,0.97239071,0.98309243,0.98599315,0.96640229,0.99112642,0.99577701,0.99767083,0.96684194
JO6,Jordan,3,0.98231256,0.99291128,0.97102344,0.98204958,0.98357409,0.96384567,0.98949271,0.99515015,0.9975512,0.96527976
JO6,Jordan,4,0.97978777,0.99011678,0.968786,0.97955066,0.98092532,0.95498961,0.98647273,0.99492455,0.9967252,0.96481574
JO6,Jordan,5,0.97346282,0.98489231,0.96128881,0.97258836,0.97765833,0.93695652,0.97841352,0.99086463,0.99611974,0.96247917
JO6,Jordan,6,0.9663794,0.97639084,0.95571566,0.96608442,0.96779442,0.91928005,0.96453369,0.98836303,0.99374634,0.96193027
JO6,Jordan,7,0.94617778,0.95799559,0.93358999,0.94439465,0.954732,0.88690901,0.93452674,0.97005075,0.98383451,0.94963288
JO6,Jordan,8,0.92634696,0.93527621,0.91683614,0.92389727,0.93809968,0.83602333,0.91472602,0.95387977,0.9736433,0.94338745
JO6,Jordan,9,0.90523517,0.91088504,0.89921731,0.90183425,0.92155123,0.79674089,0.88501221,0.92755544,0.96289957,0.94047964
JO6,Jordan,10,0.86641294,0.86758983,0.86515951,0.86068147,0.89390987,0.72491688,0.83319724,0.88747191,0.93444151,0.93265551
JO6,Jordan,11,0.78046024,0.75931209,0.80298597,0.7713002,0.82440567,0.58734697,0.71036929,0.80647641,0.86844677,0.90061378
JO6,Jordan,12,0.57590699,0.53086817,0.62387949,0.58383363,0.53787839,0.31912524,0.43959466,0.57151145,0.69514102,0.80880159
KE6,Kenya,0,1,1,1,1,1,1,1,1,1,1
KE6,Kenya,1,0.95077997,0.96952724,0.93450361,0.97994322,0.92407632,0.75369126,0.96772981,0.9789654,0.98672765,0.98896247
KE6,Kenya,2,0.9473955,0.96640944,0.93088764,0.97891057,0.91853839,0.74408674,0.96026385,0.97652465,0.98577642,0.98840052
KE6,Kenya,3,0.93872738,0.95791775,0.92206639,0.97509062,0.90543097,0.71563613,0.94817328,0.96933115,0.98171359,0.98665619
KE6,Kenya,4,0.92707539,0.94356769,0.91275674,0.96915495,0.88854468,0.68402255,0.92981017,0.95979351,0.97324443,0.9847939
KE6,Kenya,5,0.90964699,0.92529011,0.89606571,0.95930582,0.86417633,0.64711469,0.90070289,0.9416182,0.96299988,0.97831255
KE6,Kenya,6,0.887052,0.90345424,0.87281168,0.94947892,0.82989001,0.59509492,0.85498458,0.9200502,0.94998902,0.97523189
KE6,Kenya,7,0.84358996,0.86393517,0.82592624,0.9264676,0.76770192,0.51366431,0.77724218,0.86832321,0.92053056,0.96441191
KE6,Kenya,8,0.77373093,0.80212104,0.74908274,0.8887139,0.66844535,0.39523876,0.64664817,0.78034276,0.87784195,0.943367
KE6,Kenya,9,0.52406251,0.56590366,0.48773625,0.65373117,0.40532979,0.17818844,0.32811794,0.47657716,0.60193008,0.77635175
KE6,Kenya,10,0.4942112,0.53773254,0.45642608,0.62882894,0.37094668,0.15467884,0.28996453,0.43127617,0.57385689,0.75680894
KE6,Kenya,11,0.44182429,0.49003074,0.39997163,0.57938391,0.31586596,0.11660968,0.23130755,0.36201242,0.51998907,0.71328998
KE6,Kenya,12,0.39876607,0.44066352,0.36239094,0.54170859,0.26787889,0.088880785,0.18389411,0.30719626,0.47098503,0.67797166
KH6,Cambodia,0,1,1,1,1,1,1,1,1,1,1
KH6,Cambodia,1,0.92524141,0.93871009,0.91197479,0.97631454,0.91325259,0.81534016,0.87736475,0.94786412,0.97100466,0.98269153
KH6,Cambodia,2,0.90601426,0.92053366,0.89171273,0.97007734,0.89097625,0.77513885,0.84940988,0.92739439,0.96121484,0.97804964
KH6,Cambodia,3,0.85809422,0.87936836,0.83713937,0.95110625,0.8362608,0.67723548,0.77669775,0.87609005,0.93773901,0.96653932
KH6,Cambodia,4,0.79114169,0.81562686,0.76702392,0.92717481,0.75920963,0.55512691,0.68848205,0.80307764,0.88960332,0.94403446
KH6,Cambodia,5,0.72735238,0.75158447,0.70348394,0.89537823,0.68791044,0.44600904,0.60365427,0.72840601,0.84578878,0.92039877
KH6,Cambodia,6,0.64018679,0.6708287,0.61000466,0.83957356,0.59338325,0.35313693,0.48873761,0.61321229,0.76428056,0.87590778
KH6,Cambodia,7,0.51810926,0.55208957,0.48463887,0.76552755,0.460031,0.23253599,0.35272613,0.46573299,0.63169563,0.79263067
KH6,Cambodia,8,0.42187566,0.45626047,0.38800684,0.69676262,0.35734946,0.15806086,0.24250858,0.35781199,0.52322453,0.71096116
KH6,Cambodia,9,0.33300221,0.36627942,0.30022436,0.60646528,0.26881021,0.10188529,0.16198039,0.26232374,0.41863045,0.61105371
KH6,Cambodia,10,0.25331908,0.28933546,0.21784316,0.53386676,0.18746404,0.062761508,0.092430569,0.17115608,0.31425691,0.52490008
KH6,Cambodia,11,0.22233503,0.25304812,0.19208281,0.49937537,0.15730329,0.046378415,0.078322552,0.1392414,0.26487121,0.48722151
KH6,Cambodia,12,0.18284221,0.20138708,0.16457559,0.44810921,0.12057412,0.030803021,0.053562865,0.098804668,0.21356335,0.43036273
KM6,Comoros,0,1,1,1,1,1,1,1,1,1,1
KM6,Comoros,1,0.78543705,0.82058924,0.75844401,0.85947436,0.74692464,0.54978073,0.6811952,0.81860799,0.85681403,0.92184991
KM6,Comoros,2,0.77583688,0.81090319,0.74890995,0.85201317,0.7362119,0.53320831,0.67582542,0.80347592,0.8473087,0.91821873
KM6,Comoros,3,0.75168788,0.79025578,0.72207206,0.83709526,0.70726109,0.50945175,0.64161038,0.78140086,0.82155287,0.90253907
KM6,Comoros,4,0.72417736,0.76127666,0.69568926,0.81915486,0.67477238,0.46752104,0.61757731,0.7450372,0.79697943,0.88664269
KM6,Comoros,5,0.69333071,0.72637689,0.66795504,0.79676718,0.63952565,0.40846533,0.58913797,0.7050575,0.76733345,0.87938523
KM6,Comoros,6,0.65125251,0.68026394,0.62897509,0.76603383,0.59154612,0.36883879,0.54574233,0.66366512,0.72413182,0.83744657
KM6,Comoros,7,0.58336169,0.59771305,0.57234156,0.71984082,0.51236862,0.28420877,0.48633614,0.59738165,0.65167445,0.77608317
KM6,Comoros,8,0.53409719,0.54008323,0.52950084,0.67646623,0.46004039,0.25758022,0.44050965,0.54035169,0.5815236,0.73908919
KM6,Comoros,9,0.49454933,0.49570644,0.49366105,0.63656181,0.42067793,0.22413532,0.39243898,0.50619048,0.54247999,0.69747305
KM6,Comoros,10,0.442186,0.44186184,0.44243518,0.59244198,0.36402658,0.20047264,0.32681942,0.44427866,0.48691037,0.65118545
KM6,Comoros,11,0.37787873,0.37270945,0.38184839,0.52700073,0.30030912,0.16356978,0.26782617,0.35246405,0.42743734,0.58596128
KM6,Comoros,12,0.32329711,0.31013197,0.33340669,0.46431574,0.24994266,0.11870335,0.20689687,0.31215879,0.36738461,0.52282327
KY6,Kyrgyz Republic,0,1,1,1,1,1,1,1,1,1,1
KY6,Kyrgyz Republic,1,0.99648893,0.99576133,0.9971388,1,0.99650061,1,0.99379361,0.9974696,1,1
KY6,Kyrgyz Republic,2,0.9958176,0.99529213,0.996712865,0.99646884,0.99544317,0.99531311,0.99261796,0.99510139,0.99522299,1
KY6,Kyrgyz Republic,3,0.99453562,0.99257487,0.99628693,0.99567813,0.99387866,0.99502772,0.9921028,0.99093074,0.99368972,0.99956208
KY6,Kyrgyz Republic,4,0.99212402,0.99031681,0.99373811,0.99463737,0.99067867,0.99474233,0.98786056,0.98915076,0.98858649,0.998939125
KY6,Kyrgyz Republic,5,0.98927045,0.98676914,0.99150455,0.99282497,0.98722637,0.99396819,0.98581654,0.98660797,0.98083436,0.99831617
KY6,Kyrgyz Republic,6,0.98724532,0.98512775,0.9891367,0.99025136,0.98551673,0.99247801,0.98377252,0.98357159,0.97796351,0.99578589
KY6,Kyrgyz Republic,7,0.98520249,0.98163575,0.98838824,0.98956972,0.98269105,0.99212664,0.98351294,0.97942716,0.97256523,0.99528515
KY6,Kyrgyz Republic,8,0.98150516,0.97811633,0.98453212,0.98834807,0.97756994,0.98784471,0.98052603,0.9738912,0.96765226,0.99377674
KY6,Kyrgyz Republic,9,0.97128874,0.9687826,0.97352725,0.9827643,0.96468896,0.97837967,0.96357626,0.95988029,0.95647657,0.99163932
KY6,Kyrgyz Republic,10,0.88021326,0.86416548,0.89454645,0.93077117,0.85113513,0.91283554,0.85989255,0.82069016,0.83652216,0.94950342
KY6,Kyrgyz Republic,11,0.86167854,0.84250039,0.87880754,0.90846318,0.8347705,0.89884359,0.84225595,0.79912275,0.8056137,0.93856555
KY6,Kyrgyz Republic,12,0.46550664,0.4071241,0.5176506,0.6490553,0.359938,0.40361881,0.34691116,0.32795393,0.44382486,0.71903592
LB6,Liberia,0,1,1,1,1,1,1,1,1,1,1
LB6,Liberia,1,0.78532016,0.87206692,0.70687735,0.85635442,0.66464722,0.57613361,0.69885951,0.77733976,0.85594177,0.92529637
LB6,Liberia,2,0.76779395,0.85625952,0.68779689,0.84547257,0.63583362,0.5395658,0.67188936,0.75167817,0.84906417,0.92278433
LB6,Liberia,3,0.74211937,0.83863187,0.65484565,0.83104795,0.5910477,0.49369666,0.63008833,0.72197193,0.82934403,0.91925538
LB6,Liberia,4,0.7035144,0.81058544,0.60669291,0.80526167,0.53066617,0.43584102,0.55913413,0.67776096,0.80287302,0.90815991
LB6,Liberia,5,0.66219473,0.77212459,0.56278819,0.77901459,0.46374142,0.36771482,0.49463069,0.62663937,0.78171116,0.88829547
LB6,Liberia,6,0.60330886,0.7234236,0.49469227,0.72956771,0.38882047,0.2962938,0.39919811,0.54511118,0.73606646,0.86657709
LB6,Liberia,7,0.5304873,0.65357465,0.41918281,0.66289574,0.30555215,0.21659102,0.30786437,0.45831832,0.65484804,0.83015674
LB6,Liberia,8,0.46629393,0.58252001,0.36119387,0.60376078,0.23276554,0.15120666,0.21821453,0.36931816,0.60346514,0.78961068
LB6,Liberia,9,0.39471167,0.50748771,0.29273134,0.52820063,0.16794086,0.094439574,0.15564933,0.30110303,0.51246315,0.71870881
LB6,Liberia,10,0.31800449,0.41342592,0.23171745,0.4356322,0.11817876,0.058677573,0.1023002,0.22312264,0.4188318,0.61543363
LB6,Liberia,11,0.25072098,0.33219972,0.17704193,0.35119724,0.080032088,0.034113675,0.074275434,0.14042871,0.33073699,0.5238291
LB6,Liberia,12,0.20752634,0.2703675,0.15070076,0.29480004,0.05926593,0.02345218,0.054725632,0.091572344,0.28569257,0.44768536
LS6,Lesotho,0,1,1,1,1,1,1,1,1,1,1
LS6,Lesotho,1,0.96278727,0.93763179,0.98871416,0.990372,0.95088571,0.88823044,0.95359802,0.97253543,0.98180896,0.99519873
LS6,Lesotho,2,0.95314473,0.92162663,0.98562932,0.9885869,0.93785304,0.86804509,0.93320268,0.96856284,0.97462595,0.99444252
LS6,Lesotho,3,0.93462318,0.88910151,0.9815408,0.98331988,0.91361272,0.80748463,0.91353416,0.952995,0.9705689,0.98925221
LS6,Lesotho,4,0.90530187,0.83849549,0.97415698,0.97362763,0.87582231,0.72875267,0.86944169,0.93125588,0.95728368,0.98410141
LS6,Lesotho,5,0.86165208,0.76877487,0.95737749,0.95789266,0.82012856,0.64129251,0.79329103,0.8816005,0.93764293,0.97906995
LS6,Lesotho,6,0.81371969,0.71072483,0.919873,0.94041508,0.75905621,0.5527522,0.71781892,0.83708817,0.90223503,0.96688765
LS6,Lesotho,7,0.7116906,0.60298038,0.82373464,0.87411654,0.64161098,0.42071173,0.58387709,0.70483148,0.80858314,0.93045217
LS6,Lesotho,8,0.49756125,0.41652346,0.58108413,0.73444933,0.39535445,0.15117007,0.29472268,0.44523922,0.61801559,0.83340406
LS6,Lesotho,9,0.39994755,0.33838272,0.46340033,0.63523471,0.29843149,0.090811327,0.19622436,0.33685899,0.49006426,0.75064182
LS6,Lesotho,10,0.30379233,0.25596529,0.35308602,0.51331437,0.21339279,0.053639762,0.13200496,0.22656959,0.34720504,0.64648491
