survey,country,var,var_num,edyears,pct15_19,pct20_29,pct30_39,pct40_49
CG6,Congo,q1,q1,11,.0075229071,.046171606,.057666071,.085791536
CG6,Congo,q1,q1,12,.0010500171,.035872519,.044718638,.065677375
CG6,Congo,q1,q1,13,.00076410733,.012794687,.020892093,.026573034
CG6,Congo,q1,q1,14,,.0033152441,.0059284661,.011181152
CG6,Congo,q1,q1,15,,.0014858748,.0028714035,.0084938025
CG6,Congo,q1,q1,16,,,.0013187364,.0062974337
CG6,Congo,q1,q1,17,,.00088898465,.00071131357,.0013879762
CG6,Congo,q2,q2,0,1,1,1,1
CG6,Congo,q2,q2,1,.96378887,.94277579,.95529509,.90000921
CG6,Congo,q2,q2,2,.95098168,.92778999,.94790298,.88345671
CG6,Congo,q2,q2,3,.93192959,.8984412,.90971524,.86126143
CG6,Congo,q2,q2,4,.88821048,.85575569,.85888207,.83365446
CG6,Congo,q2,q2,5,.84678853,.80678082,.81214589,.80718374
CG6,Congo,q2,q2,6,.70466602,.7022478,.69917792,.7276395
CG6,Congo,q2,q2,7,.60144818,.58606273,.57907498,.62465912
CG6,Congo,q2,q2,8,.42088535,.45225739,.47001263,.54343444
CG6,Congo,q2,q2,9,.2771551,.33465752,.38395202,.45386297
CG6,Congo,q2,q2,10,.09658736,.1745972,.21626721,.2537176
CG6,Congo,q2,q2,11,.03992245,.10701149,.13914587,.17205311
CG6,Congo,q2,q2,12,.011906589,.074220039,.11359715,.12636225
CG6,Congo,q2,q2,13,.0080806734,.033699334,.058219101,.078192033
CG6,Congo,q2,q2,14,.00022134834,.003729268,.0090883952,.032640032
CG6,Congo,q2,q2,15,,.0022269983,.0061887889,.028597634
CG6,Congo,q2,q2,16,,.00061486341,.0041110315,.02327957
CG6,Congo,q2,q2,17,,.00045257132,.00052074098,.0063461964
CG6,Congo,q3,q3,0,1,1,1,1
CG6,Congo,q3,q3,1,.97466218,.97357506,.98082542,1
CG6,Congo,q3,q3,2,.9741649,.97076738,.97397602,.96201026
CG6,Congo,q3,q3,3,.96916449,.95881623,.96672058,.94403052
CG6,Congo,q3,q3,4,.94247818,.93270385,.93316358,.92334747
CG6,Congo,q3,q3,5,.91117775,.90893453,.90787494,.91604137
CG6,Congo,q3,q3,6,.85009074,.82623225,.851955,.87771076
CG6,Congo,q3,q3,7,.7506898,.74985939,.75395298,.80501735
CG6,Congo,q3,q3,8,.62001687,.61419529,.66745162,.71094102
CG6,Congo,q3,q3,9,.45253545,.49528518,.57618439,.65443838
CG6,Congo,q3,q3,10,.2059951,.31829605,.41337281,.41222307
CG6,Congo,q3,q3,11,.098565139,.19923235,.2828365,.29178232
CG6,Congo,q3,q3,12,.02672221,.152431,.23846683,.25298157
CG6,Congo,q3,q3,13,.0076972065,.0878319,.13873187,.13103391
CG6,Congo,q3,q3,14,,.041387241,.058770005,.06748867
CG6,Congo,q3,q3,15,.0022480916,.027829159,.047975745,.054890323
CG6,Congo,q3,q3,16,,.009096669,.026880529,.037129186
CG6,Congo,q3,q3,17,,.0030421906,.0038617917,.011122066
CG6,Congo,q4,q4,0,1,1,1,1
CG6,Congo,q4,q4,1,.97805804,.96240145,.97045171,1
CG6,Congo,q4,q4,2,.97730857,.95938438,.96837997,.97361511
CG6,Congo,q4,q4,3,.97365421,.94869018,.96064895,.97157705
CG6,Congo,q4,q4,4,.9662838,.93650919,.95022255,.96803588
CG6,Congo,q4,q4,5,.94872469,.92049205,.93992054,.95342422
CG6,Congo,q4,q4,6,.91213208,.8761692,.91493636,.913872
CG6,Congo,q4,q4,7,.82446897,.81552356,.85800815,.88682258
CG6,Congo,q4,q4,8,.72243655,.7264908,.78293991,.82672751
CG6,Congo,q4,q4,9,.5612449,.60403252,.6773423,.736067
CG6,Congo,q4,q4,10,.3023448,.43340322,.48203662,.56902701
CG6,Congo,q4,q4,11,.19644199,.33179963,.33220685,.40324992
CG6,Congo,q4,q4,12,.094247021,.27134228,.29839668,.35703844
CG6,Congo,q4,q4,13,.021946959,.18414754,.19867726,.28012764
CG6,Congo,q4,q4,14,.0035629587,.089479327,.093434088,.1702598
CG6,Congo,q4,q4,15,,.058327612,.073348865,.14449099
CG6,Congo,q4,q4,16,,.021028103,.050353304,.096346512
CG6,Congo,q4,q4,17,,.0012496464,.029243018,.031258766
CG6,Congo,q5,q5,0,1,1,1,1
CG6,Congo,q5,q5,1,1,1,.9618997,.97597337
CG6,Congo,q5,q5,2,.97758901,.9735226,.96069121,.96953577
CG6,Congo,q5,q5,3,.9752031,.96566141,.9599874,.96912402
CG6,Congo,q5,q5,4,.97354788,.95361722,.9557966,
CG6,Congo,q5,q5,5,.96861929,.94431102,.94234872,.96835381
CG6,Congo,q5,q5,6,.95108694,.92268133,.93061662,.96029162
CG6,Congo,q5,q5,7,.92322224,.88302851,.89846414,.9166804
CG6,Congo,q5,q5,8,.83827811,.84364194,.85686123,.88036543
CG6,Congo,q5,q5,9,.73991752,.79196656,.81555623,.83488363
CG6,Congo,q5,q5,10,.49650609,.67985314,.66444725,.6498208
CG6,Congo,q5,q5,11,.31619799,.57700562,.55395037,.53044295
CG6,Congo,q5,q5,12,.16326211,.52366322,.50804013,.48509195
CG6,Congo,q5,q5,13,.064076312,.37767315,.39672542,.36175996
CG6,Congo,q5,q5,14,.016690517,.23438697,.21448362,.2246611
CG6,Congo,q5,q5,15,.0029918118,.16450527,.19078375,.19858781
CG6,Congo,q5,q5,16,,.07693208,.11568145,.1621381
CG6,Congo,q5,q5,17,,.015399799,.059143972,.083921641
CG6,Congo,rural,rural,0,1,1,1,1
CG6,Congo,rural,rural,1,.951657,.91661197,.90735638,.88103801
CG6,Congo,rural,rural,2,.94129211,.89996147,.89021415,.85942239
CG6,Congo,rural,rural,3,.91181123,.86517376,.85219252,.83318985
CG6,Congo,rural,rural,4,.85494125,.80687112,.79937065,.79008949
CG6,Congo,rural,rural,5,.77960622,.75593662,.74097687,.75478756
CG6,Congo,rural,rural,6,.65158176,.63229764,.62670416,.68236524
CG6,Congo,rural,rural,7,.49762756,.51134181,.51689178,.59048295
CG6,Congo,rural,rural,8,.34628135,.39349768,.41271585,.50148129
CG6,Congo,rural,rural,9,.21812072,.28985748,.31945547,.41653344
CG6,Congo,rural,rural,10,.071288802,.16485675,.20033932,.24763368
CG6,Congo,rural,rural,11,.030990342,.093666732,.13070439,.15586258
CG6,Congo,rural,rural,12,.0094804857,.069220625,.10636986,.13261177
CG6,Congo,rural,rural,13,.0023158893,.027527794,.061377142,.081120446
CG6,Congo,rural,rural,14,.00013917337,.009470853,.02362247,.045066837
CG6,Congo,rural,rural,15,,.00780995,.016787635,.037050474
CG6,Congo,rural,rural,16,,.0044977111,.010983084,.026860343
CG6,Congo,rural,rural,17,,.0011122538,.004079042,.011431958
CG6,Congo,urban,urban,0,1,1,1,1
CG6,Congo,urban,urban,1,.97565949,.96531731,.97192907,.96008235
CG6,Congo,urban,urban,2,.97370631,.9612233,.96940494,.95741147
CG6,Congo,urban,urban,3,.96814996,.94856697,.96066558,.94730657
CG6,Congo,urban,urban,4,.95318228,.93007034,.94146705,.93770713
CG6,Congo,urban,urban,5,.93680274,.90908825,.92296553,.92706203
CG6,Congo,urban,urban,6,.88455611,.8570649,.88639885,.88952225
CG6,Congo,urban,urban,7,.81767535,.79540926,.81742418,.83287531
CG6,Congo,urban,urban,8,.70123774,.70198804,.74833196,.76830369
CG6,Congo,urban,urban,9,.56296539,.6023429,.67278141,.70052695
CG6,Congo,urban,urban,10,.31776109,.44624209,.49561313,.49639976
CG6,Congo,urban,urban,11,.19056587,.34763965,.37027898,.37595627
CG6,Congo,urban,urban,12,.087995343,.2962437,.33202103,.32746655
CG6,Congo,urban,urban,13,.030776776,.20413762,.23259462,.22753546
CG6,Congo,urban,urban,14,.0071185646,.11228622,.11377361,.13195296
CG6,Congo,urban,urban,15,.001710991,.076303534,.097466663,.11451159
CG6,Congo,urban,urban,16,,.032085735,.060091268,.086589813
CG6,Congo,urban,urban,17,,.0059124641,.029337551,.035811651
CI6,Cote d'Ivoire,all,all,0,1,1,1,1
CI6,Cote d'Ivoire,all,all,1,.67297077,.56618196,.4913221,.46476325
CI6,Cote d'Ivoire,all,all,2,.66418672,.55660868,.48433784,.45951849
CI6,Cote d'Ivoire,all,all,3,.63882238,.53092623,.46041673,.44280171
CI6,Cote d'Ivoire,all,all,4,.58866191,.48913029,.4221032,.41681308
CI6,Cote d'Ivoire,all,all,5,.53363508,.44966564,.39440724,.39523119
CI6,Cote d'Ivoire,all,all,6,.46892348,.3963142,.35294655,.35780513
CI6,Cote d'Ivoire,all,all,7,.35632861,.30956873,.2350802,.22584708
CI6,Cote d'Ivoire,all,all,8,.31098792,.29351017,.22377512,.21282181
CI6,Cote d'Ivoire,all,all,9,.24623396,.27490926,.20282669,.19250773
CI6,Cote d'Ivoire,all,all,10,.16342436,.24391241,.1801125,.16270332
CI6,Cote d'Ivoire,all,all,11,.073923014,.18071289,.12502843,.10522822
CI6,Cote d'Ivoire,all,all,12,.035216112,.15869327,.11508816,.09335649
CI6,Cote d'Ivoire,all,all,13,.012773101,.12626125,.10252369,.076880328
CI6,Cote d'Ivoire,all,all,14,.0021499719,.05529651,.062736578,.039797474
CI6,Cote d'Ivoire,all,all,15,.00039894905,.041382723,.05806087,.03713116
CI6,Cote d'Ivoire,all,all,16,,.015627095,.029629713,.02267703
CI6,Cote d'Ivoire,all,all,17,,.0072964039,.018307,.011434507
CI6,Cote d'Ivoire,all,all,18,,.0034138029,.0082099084,.0062206183
CI6,Cote d'Ivoire,female,female,0,1,1,1,1
CI6,Cote d'Ivoire,female,female,1,.59174734,.48213181,.39968294,.36530876
CI6,Cote d'Ivoire,female,female,2,.58310837,.47462744,.39198509,.36028349
CI6,Cote d'Ivoire,female,female,3,.55798763,.45070934,.37109268,.34435982
CI6,Cote d'Ivoire,female,female,4,.50789148,.41288856,.32515764,.31808841
CI6,Cote d'Ivoire,female,female,5,.45058593,.37100798,.29646835,.29540727
CI6,Cote d'Ivoire,female,female,6,.38689378,.31511697,.25518772,.25665021
CI6,Cote d'Ivoire,female,female,7,.28045213,.2244045,.15442201,.12569588
CI6,Cote d'Ivoire,female,female,8,.24847169,.21191896,.14461473,.11812325
CI6,Cote d'Ivoire,female,female,9,.19191784,.19551185,.12728453,.10141412
CI6,Cote d'Ivoire,female,female,10,.13083772,.17472397,.10553989,.080887161
CI6,Cote d'Ivoire,female,female,11,.059280857,.12908296,.067884445,.045543954
CI6,Cote d'Ivoire,female,female,12,.03056252,.11182341,.06227316,.038599968
CI6,Cote d'Ivoire,female,female,13,.0084804716,.088875048,.055398419,.032524545
CI6,Cote d'Ivoire,female,female,14,,.040192455,.0322388,
CI6,Cote d'Ivoire,female,female,15,.0007806932,.030047297,.028857643,.012740524
CI6,Cote d'Ivoire,female,female,16,,.010013715,.011627379,.0050313715
CI6,Cote d'Ivoire,female,female,17,,.0051844181,.0059909094,.0037646799
CI6,Cote d'Ivoire,female,female,18,,.0025095993,.0015856847,.0016230852
CI6,Cote d'Ivoire,male,male,0,1,1,1,1
CI6,Cote d'Ivoire,male,male,1,.75783342,.65911609,.58087313,.5472638
CI6,Cote d'Ivoire,male,male,2,.74889767,.64725524,.57458621,.54183692
CI6,Cote d'Ivoire,male,male,3,.72327888,.61962199,.54770547,.52446222
CI6,Cote d'Ivoire,male,male,4,.67305124,.57343072,.51683974,.49870816
CI6,Cote d'Ivoire,male,male,5,.6204052,.53663737,.49011451,.4780381
CI6,Cote d'Ivoire,male,male,6,.55462843,.48609394,.4484778,.44171616
CI6,Cote d'Ivoire,male,male,7,.43560466,.40373477,.31390044,.30892548
CI6,Cote d'Ivoire,male,male,8,.37630507,.38372555,.30113167,.2913771
CI6,Cote d'Ivoire,male,male,9,.30298361,.36269894,.27664748,.26807258
CI6,Cote d'Ivoire,male,male,10,.19747095,.32041407,.25298578,.23057224
CI6,Cote d'Ivoire,male,male,11,.08922112,.23780014,.18087025,.15473805
CI6,Cote d'Ivoire,male,male,12,.040078111,.21051729,.1666996,.13877863
CI6,Cote d'Ivoire,male,male,13,.017257961,.1675992,.14857507,.11367474
CI6,Cote d'Ivoire,male,male,14,.0035804983,.071997121,.09253934,.06224199
CI6,Cote d'Ivoire,male,male,15,,.053916357,.086598568,.057363886
CI6,Cote d'Ivoire,male,male,16,,.021833871,.047221743,.037314594
CI6,Cote d'Ivoire,male,male,17,,.0096316943,.030342352,.017796818
CI6,Cote d'Ivoire,male,male,18,,.0044136494,.014683085,.01003437
CI6,Cote d'Ivoire,q1,q1,0,1,1,1,1
CI6,Cote d'Ivoire,q1,q1,1,.46671027,.33221504,.3113313,.29947191
CI6,Cote d'Ivoire,q1,q1,2,.43932983,.31427899,.29684743,.29721299
CI6,Cote d'Ivoire,q1,q1,3,.39940473,.26689154,.2696583,.27221593
CI6,Cote d'Ivoire,q1,q1,4,.32316062,.22375235,.22486527,.25041601
CI6,Cote d'Ivoire,q1,q1,5,.23270664,.16892073,.19260725,.21294188
CI6,Cote d'Ivoire,q1,q1,6,.1554333,.12995602,.15807198,.16600399
CI6,Cote d'Ivoire,q1,q1,7,.067008041,.07820601,.051846035,.074852698
CI6,Cote d'Ivoire,q1,q1,8,.048151515,.058224898,.043356877,.065732114
CI6,Cote d'Ivoire,q1,q1,9,.036974154,.051798325,.03421241,.052325495
CI6,Cote d'Ivoire,q1,q1,10,.021319853,.035148289,.028199788,.034605652
CI6,Cote d'Ivoire,q1,q1,11,,.01264717,.0086640613,.015555288
CI6,Cote d'Ivoire,q1,q1,12,.0027490393,.010388227,.0050639678,.013169377
CI6,Cote d'Ivoire,q1,q1,13,,.0078474535,.0046478058,.010115456
CI6,Cote d'Ivoire,q1,q1,14,,,,
CI6,Cote d'Ivoire,q1,q1,15,,.0031129685,,
CI6,Cote d'Ivoire,q1,q1,16,,.00091690535,,
CI6,Cote d'Ivoire,q1,q1,17,,,,
CI6,Cote d'Ivoire,q1,q1,18,,,,.00066247152
CI6,Cote d'Ivoire,q2,q2,0,1,1,1,1
CI6,Cote d'Ivoire,q2,q2,1,.58657533,.45269164,.39366445,.33938906
CI6,Cote d'Ivoire,q2,q2,2,.58007097,.43926334,.38954991,.33266282
CI6,Cote d'Ivoire,q2,q2,3,.52730185,.39737275,.3572472,.30841082
CI6,Cote d'Ivoire,q2,q2,4,.43966621,.33725318,.30119789,.27518928
CI6,Cote d'Ivoire,q2,q2,5,.37398079,.29395029,.26329711,.2529951
CI6,Cote d'Ivoire,q2,q2,6,.25713512,.21921501,.21871957,.20908204
CI6,Cote d'Ivoire,q2,q2,7,.12721361,.12084023,.10284973,.10045969
CI6,Cote d'Ivoire,q2,q2,8,.098934591,.11091503,.095507383,.088819444
CI6,Cote d'Ivoire,q2,q2,9,.058938161,.09669967,.076955974,.08080972
CI6,Cote d'Ivoire,q2,q2,10,.042852581,.075435892,.061815679,.058399595
CI6,Cote d'Ivoire,q2,q2,11,.0055054314,.044899993,.031806003,.030419599
CI6,Cote d'Ivoire,q2,q2,12,,.0345378,.027854355,.018981302
CI6,Cote d'Ivoire,q2,q2,13,,.028627336,.019588515,.010561011
CI6,Cote d'Ivoire,q2,q2,14,,.0085959062,,
CI6,Cote d'Ivoire,q2,q2,15,,.0084174955,.0027460731,
CI6,Cote d'Ivoire,q2,q2,16,,.0022431456,,
CI6,Cote d'Ivoire,q2,q2,17,,.00081971311,,
CI6,Cote d'Ivoire,q2,q2,18,,,,
CI6,Cote d'Ivoire,q3,q3,0,1,1,1,1
CI6,Cote d'Ivoire,q3,q3,1,.64823228,.53843087,.4146314,.4289926
CI6,Cote d'Ivoire,q3,q3,2,.64207262,.52654099,.40515995,.42510188
CI6,Cote d'Ivoire,q3,q3,3,.61679596,.50319237,.37985751,.40519252
CI6,Cote d'Ivoire,q3,q3,4,.57398784,.44576523,.34227434,.38065761
CI6,Cote d'Ivoire,q3,q3,5,.51472783,.40158528,.3087166,.36505005
CI6,Cote d'Ivoire,q3,q3,6,.43756703,.33533704,.26007089,.32068223
CI6,Cote d'Ivoire,q3,q3,7,.30203325,.24253465,.15534616,.16025305
CI6,Cote d'Ivoire,q3,q3,8,.25461534,.22725558,.14878374,.15153085
CI6,Cote d'Ivoire,q3,q3,9,.19408147,.21253082,.133045,.13973868
CI6,Cote d'Ivoire,q3,q3,10,.11097199,.18170819,.11604836,.092933074
CI6,Cote d'Ivoire,q3,q3,11,.017230978,.1109726,.067649446,.033007439
CI6,Cote d'Ivoire,q3,q3,12,.0057060272,.084764495,.062136088,.027637327
CI6,Cote d'Ivoire,q3,q3,13,.0011288137,.064296246,.050275099,.015206545
CI6,Cote d'Ivoire,q3,q3,14,,.01646238,.026016355,.0056477501
CI6,Cote d'Ivoire,q3,q3,15,,.011467638,.023304608,.0050584422
CI6,Cote d'Ivoire,q3,q3,16,,.0047439812,.014199474,.0043536327
CI6,Cote d'Ivoire,q3,q3,17,,,.010959334,.0012564851
CI6,Cote d'Ivoire,q3,q3,18,,,,.0006768239
CI6,Cote d'Ivoire,q4,q4,0,1,1,1,1
CI6,Cote d'Ivoire,q4,q4,1,.74101388,.59034598,.49893251,.51151472
CI6,Cote d'Ivoire,q4,q4,2,.73565966,.58409089,.49656886,.50685191
CI6,Cote d'Ivoire,q4,q4,3,.72479749,.56436992,.47330588,.50187767
CI6,Cote d'Ivoire,q4,q4,4,.67928988,.5319469,.4358938,.47080982
CI6,Cote d'Ivoire,q4,q4,5,.6382699,.49897045,.41118354,.45828798
CI6,Cote d'Ivoire,q4,q4,6,.59688658,.44727439,.36776346,.42910001
CI6,Cote d'Ivoire,q4,q4,7,.46130297,.34275284,.22256798,.24056989
CI6,Cote d'Ivoire,q4,q4,8,.39393911,.32709599,.2116247,.22502036
CI6,Cote d'Ivoire,q4,q4,9,.28953698,.30242509,.18782894,.19828364
CI6,Cote d'Ivoire,q4,q4,10,.18289945,.26205012,.15406826,.17097738
CI6,Cote d'Ivoire,q4,q4,11,.085341282,.1862258,.09413372,.098958842
CI6,Cote d'Ivoire,q4,q4,12,.038508568,.15292957,.086537175,.085055575
CI6,Cote d'Ivoire,q4,q4,13,.014019344,.10962333,.073233306,.066357903
CI6,Cote d'Ivoire,q4,q4,14,.001399067,.030678695,.031514354,.024617104
CI6,Cote d'Ivoire,q4,q4,15,,.01769571,.025360357,.021962766
CI6,Cote d'Ivoire,q4,q4,16,,.0070694666,.0099339988,.014116904
CI6,Cote d'Ivoire,q4,q4,17,,.002627786,.0033632938,.004086771
CI6,Cote d'Ivoire,q4,q4,18,,.00088611897,.0011139283,.0026361339
CI6,Cote d'Ivoire,q5,q5,0,1,1,1,1
CI6,Cote d'Ivoire,q5,q5,1,.79727137,.78732073,.76354462,.73015332
CI6,Cote d'Ivoire,q5,q5,2,.79272026,.78441846,.75795424,.72167975
CI6,Cote d'Ivoire,q5,q5,3,.77877682,.77574825,.74370986,.71198457
CI6,Cote d'Ivoire,q5,q5,4,.75466555,.74882948,.72325909,.69213682
CI6,Cote d'Ivoire,q5,q5,5,.7167595,.71976578,.70891649,.67281264
CI6,Cote d'Ivoire,q5,q5,6,.67817277,.67709929,.67146176,.64916778
CI6,Cote d'Ivoire,q5,q5,7,.59747398,.59319836,.55791849,.53341281
CI6,Cote d'Ivoire,q5,q5,8,.54750276,.57533163,.53736091,.51385003
CI6,Cote d'Ivoire,q5,q5,9,.46865743,.54840767,.50374258,.47374448
CI6,Cote d'Ivoire,q5,q5,10,.33134791,.51009613,.46745676,.43807226
CI6,Cote d'Ivoire,q5,q5,11,.18345864,.41723996,.36338726,.33148915
CI6,Cote d'Ivoire,q5,q5,12,.091650128,.38799554,.33817104,.30618593
CI6,Cote d'Ivoire,q5,q5,13,.034437317,.32087761,.31257093,.26768598
CI6,Cote d'Ivoire,q5,q5,14,.0067168842,.16631427,.21657072,.15906444
CI6,Cote d'Ivoire,q5,q5,15,.0014573552,.12790683,.20432872,.14947993
CI6,Cote d'Ivoire,q5,q5,16,,.048377689,.10642378,.089274615
CI6,Cote d'Ivoire,q5,q5,17,,.025199162,.066674359,.048329201
CI6,Cote d'Ivoire,q5,q5,18,,.012302086,.033910379,.025624916
CI6,Cote d'Ivoire,rural,rural,0,1,1,1,1
CI6,Cote d'Ivoire,rural,rural,1,.56681699,.43574229,.40915889,.3834362
CI6,Cote d'Ivoire,rural,rural,2,.55198783,.42055738,.39926949,.37848851
CI6,Cote d'Ivoire,rural,rural,3,.50976247,.37961671,.3693271,.35392192
CI6,Cote d'Ivoire,rural,rural,4,.43711588,.33066869,.3209939,.32480934
CI6,Cote d'Ivoire,rural,rural,5,.3570739,.28120485,.28589487,.29683915
CI6,Cote d'Ivoire,rural,rural,6,.25735945,.22415882,.23954864,.2538397
CI6,Cote d'Ivoire,rural,rural,7,.13683398,.13891274,.12088393,.12651499
CI6,Cote d'Ivoire,rural,rural,8,.10920166,.12265168,.11292111,.11443096
CI6,Cote d'Ivoire,rural,rural,9,.078904636,.11071665,.097973824,.10220643
CI6,Cote d'Ivoire,rural,rural,10,.048887864,.089380853,.083149701,.078593805
CI6,Cote d'Ivoire,rural,rural,11,.015029158,.052235018,.051034287,.03965088
CI6,Cote d'Ivoire,rural,rural,12,.0054858411,.041761983,.046163805,.032585602
CI6,Cote d'Ivoire,rural,rural,13,.0017367203,.033458099,.038418721,.023268418
CI6,Cote d'Ivoire,rural,rural,14,,.01207031,.014422318,.0075815343
CI6,Cote d'Ivoire,rural,rural,15,,.008645568,.012881377,.0070908307
CI6,Cote d'Ivoire,rural,rural,16,,.0018269838,.0063717337,.0042706351
CI6,Cote d'Ivoire,rural,rural,17,,.00051578385,.0043895626,.0022341169
CI6,Cote d'Ivoire,rural,rural,18,,.000069714486,.00044586393,.0015238966
CI6,Cote d'Ivoire,urban,urban,0,1,1,1,1
CI6,Cote d'Ivoire,urban,urban,1,.74918979,.67867857,.58386582,.56575054
CI6,Cote d'Ivoire,urban,urban,2,.74474609,.67394501,.58015376,.56013691
CI6,Cote d'Ivoire,urban,urban,3,.73148811,.66142195,.56301475,.55316752
CI6,Cote d'Ivoire,urban,urban,4,.69747281,.62579429,.53598678,.53105801
CI6,Cote d'Ivoire,urban,urban,5,.66040701,.59495336,.51662922,.51740867
CI6,Cote d'Ivoire,urban,urban,6,.62082762,.5447883,.48067126,.48690337
CI6,Cote d'Ivoire,urban,urban,7,.51392692,.45674971,.36370412,.34919187
CI6,Cote d'Ivoire,urban,urban,8,.45587152,.44086581,.34863448,.33499777
CI6,Cote d'Ivoire,urban,urban,9,.36637726,.41651595,.32092676,.30463856
CI6,Cote d'Ivoire,urban,urban,10,.24566212,.37718701,.28932559,.26714551
CI6,Cote d'Ivoire,urban,urban,11,.11620904,.2915177,.20837101,.18665822
CI6,Cote d'Ivoire,urban,urban,12,.056562498,.25953978,.1927204,.16881813
CI6,Cote d'Ivoire,urban,urban,13,.02069716,.20629868,.17472766,.14345236
CI6,Cote d'Ivoire,urban,urban,14,.0036935166,.09257669,.11715484,.079801209
CI6,Cote d'Ivoire,urban,urban,15,.00068524841,.069616705,.1089483,.074433342
CI6,Cote d'Ivoire,urban,urban,16,,.027528971,.055826042,.045532856
CI6,Cote d'Ivoire,urban,urban,17,,.013144376,.033982694,.022858839
CI6,Cote d'Ivoire,urban,urban,18,,.0062979651,.01695478,.012052552
CM6,Cameroon,all,all,0,1,1,1,1
CM6,Cameroon,all,all,1,.91162676,.85353148,.80879271,.75499821
CM6,Cameroon,all,all,2,.89794225,.84332752,.79673398,.74082464
CM6,Cameroon,all,all,3,.87544364,.81774986,.77247953,.71276581
CM6,Cameroon,all,all,4,.83847278,.79264569,.74417424,.67758757
CM6,Cameroon,all,all,5,.79106873,.75825363,.71124953,.64080667
CM6,Cameroon,all,all,6,.69716614,.68509692,.6247552,.55000496
CM6,Cameroon,all,all,7,.57534373,.52461582,.42264867,.3698217
CM6,Cameroon,all,all,8,.47508577,.48240727,.38885307,.34011427
CM6,Cameroon,all,all,9,.35609016,.42896229,.34501028,.30120072
CM6,Cameroon,all,all,10,.19652385,.33192497,.26647595,.22806555
CM6,Cameroon,all,all,11,.11333728,.26341233,.20360626,.17680927
CM6,Cameroon,all,all,12,.050316311,.18835987,.15173082,.13519606
CM6,Cameroon,all,all,13,.015773188,.13189922,.11880095,.10816468
CM6,Cameroon,all,all,14,.0041130623,.08396773,.07336539,.074560031
CM6,Cameroon,all,all,15,.00054111046,.057469957,.062084179,.065373816
CM6,Cameroon,all,all,16,.00024526895,.033737462,.046746228,.052565351
CM6,Cameroon,all,all,17,.0001349263,.01275789,.025316903,.027242681
CM6,Cameroon,female,female,0,1,1,1,1
CM6,Cameroon,female,female,1,.88822097,.80222398,.74969888,.68876129
CM6,Cameroon,female,female,2,.87362248,.7906642,.73518836,.67555034
CM6,Cameroon,female,female,3,.85042733,.76247251,.71011031,.64503384
CM6,Cameroon,female,female,4,.81190813,.73695081,.6840142,.60462952
CM6,Cameroon,female,female,5,.76445764,.70339727,.64949977,.55888337
CM6,Cameroon,female,female,6,.67577726,.62791169,.56214815,.45509541
CM6,Cameroon,female,female,7,.56630766,.46693608,.35516429,.27085027
CM6,Cameroon,female,female,8,.48019069,.42461833,.32244053,.24232048
CM6,Cameroon,female,female,9,.35843813,.37603191,.27937895,.20393305
CM6,Cameroon,female,female,10,.19909583,.28310102,.20372283,.13869387
CM6,Cameroon,female,female,11,.1090823,.22122321,.15737559,.10110831
CM6,Cameroon,female,female,12,.047622439,.15542598,.10820869,.071859382
CM6,Cameroon,female,female,13,.016597755,.10947753,.083021723,.055512406
CM6,Cameroon,female,female,14,.0063830148,.066744044,.05243757,.037818365
CM6,Cameroon,female,female,15,.00057059305,.04500246,.041607477,.031564437
CM6,Cameroon,female,female,16,,.026649788,.02927468,.02034515
CM6,Cameroon,female,female,17,.00026048924,.011659843,.01442178,.010005428
CM6,Cameroon,male,male,0,1,1,1,1
CM6,Cameroon,male,male,1,.93677396,.91542923,.87216783,.82328707
CM6,Cameroon,male,male,2,.92407137,.90686107,.86273849,.80812109
CM6,Cameroon,male,male,3,.90232104,.88443708,.83936727,.78259611
CM6,Cameroon,male,male,4,.86701381,.85983664,.80869287,.75280571
CM6,Cameroon,male,male,5,.81965977,.82443303,.77747303,.72526783
CM6,Cameroon,male,male,6,.7201463,.7540859,.69189811,.64785475
CM6,Cameroon,male,male,7,.58505213,.59420127,.49502227,.47185916
CM6,Cameroon,male,male,8,.46960098,.5521245,.46007717,.44093764
CM6,Cameroon,male,male,9,.35356739,.49281818,.41539654,.40148169
CM6,Cameroon,male,male,10,.19376044,.39082682,.33377549,.3202059
CM6,Cameroon,male,male,11,.11790882,.31430987,.25318632,.25485539
CM6,Cameroon,male,male,12,.053210586,.22809185,.1984061,.20049484
CM6,Cameroon,male,male,13,.01488724,.15894923,.15717232,.16244805
CM6,Cameroon,male,male,14,.001674186,.10474683,.09580937,.11243989
CM6,Cameroon,male,male,15,.00050940306,.072511159,.08404436,.10023054
CM6,Cameroon,male,male,16,.00022888507,.04228843,.065483533,.085783675
CM6,Cameroon,male,male,17,,.014082943,.037001323,.04501389
CM6,Cameroon,q1,q1,0,1,1,1,1
CM6,Cameroon,q1,q1,1,.69483173,.50387943,.40580702,.33019456
CM6,Cameroon,q1,q1,2,.65162814,.46906739,.37563732,.30016941
CM6,Cameroon,q1,q1,3,.58371782,.39210382,.31780756,.24120806
CM6,Cameroon,q1,q1,4,.48804662,.33743969,.27009761,.20145482
CM6,Cameroon,q1,q1,5,.38596705,.28366506,.22782892,.15471648
CM6,Cameroon,q1,q1,6,.21836643,.18534905,.14013176,.099813007
CM6,Cameroon,q1,q1,7,.14396243,.11233366,.068226635,.050290067
CM6,Cameroon,q1,q1,8,.08450342,.090559185,.050116021,.038668253
