survey,country,edyears,pct15_19,pct15_19_male,pct15_19_female,pct15_19_urban,pct15_19_rural,pct15_19_q1,pct15_19_q2,pct15_19_q3,pct15_19_q4,pct15_19_q5,pct20_29,pct20_29_male,pct20_29_female,pct20_29_urban,pct20_29_rural,pct20_29_q1,pct20_29_q2,pct20_29_q3,pct20_29_q4,pct20_29_q5,pct30_39,pct30_39_male,pct30_39_female,pct30_39_urban,pct30_39_rural,pct30_39_q1,pct30_39_q2,pct30_39_q3,pct30_39_q4,pct30_39_q5,pct40_49,pct40_49_male,pct40_49_female,pct40_49_urban,pct40_49_rural,pct40_49_q1,pct40_49_q2,pct40_49_q3,pct40_49_q4,pct40_49_q5
KE6,Kenya,15,.00077248644,.00023469348,.0013113909,.0015187173,.00045287661,,,,.0023448539,.0016715109,.067712635,.079644889,.05735334,.10905736,.029854875,.0038229681,.0074904584,.016479958,.057532437,.17725345,.075359732,.090263605,.060495049,.12699521,.033403132,.0023589621,.006742321,.023903385,.050124776,.20481224,.067214757,.088954635,.04553581,.12705842,.03342808,.0043452792,.010643759,.01152615,.051288083,.20979503
KE6,Kenya,16,.00022807431,.00017018424,.00028609167,.00015522006,.00025919976,,,,.0011252927,,.031172026,.036297671,.026722237,.05057665,.013404023,.0029241315,.0018136865,.005337989,.021019774,.088147804,.041791823,.050226152,.033379693,.071524441,.017632466,.0012680632,.0029192371,.012402386,.020451799,.12036999,.037181932,.04813832,.026256159,.07405448,.016364295,.0027289758,.0026300552,.0035326947,.021059388,.1270203
KE6,Kenya,17,,,,,,,,,,,.0026923511,.0029373993,.0024799088,.0053549134,.00025445281,,,.00020770561,.00039517158,.0092145819,.010712986,.015040236,.0063971495,.020717937,.0025834083,,,.0027109091,.001466127,.034625512,.010867225,.013204832,.0085360035,.024895243,.0029471593,,.00035499028,.0005349089,.0032815733,.040721197
KE6,Kenya,18,,,,,,,,,,,.0013962036,.0012219305,.0015478169,.0029211838,,,,,,.0050240913,.0060555325,.0082153594,.003901426,.012492954,.00082476309,.00016314097,,.00010881332,.00018265439,.020951128,.0061747576,.0058602928,.0064881542,.014564217,.0014381115,.00024481933,,,.001765219,.023558231
KE6,Kenya,19,,,,,,,,,,,.00044471861,,.00066537148,.00093057845,,,,,,.0016003771,.0015771355,.0019575774,.0011977404,.003147488,.00030112008,,,,,.0055337106,.0013234266,.0013587853,.0012879829,.0027062052,.00054261595,,,,.0010609821,.0044840616
KE6,Kenya,20,,,,,,,,,,,.00025593871,.00019092516,.0003126926,.00053563132,,,,,,.00092109333,.00034085577,.00040764111,.00027429342,.00046111952,.00024311488,,,,,.0011960566,.00042854666,.00065949757,,,.00018672418,,,,,.0017532042
KE6,Kenya,21,,,,,,,,,,,,,,,,,,,,,.00012170023,,.00015128004,.00027141804,,,,,,.00042711987,.00030922313,.00042051417,,.00085665524,,,,,,.0012649667
KE6,Kenya,22,,,,,,,,,,,,,,,,,,,,,.000045950699,.000092090231,,.00010244444,,,,,,.00016134242,.000099260811,,.00019806041,.00027480203,,,,,,.00040586156
KH6,Cambodia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KH6,Cambodia,1,.95698082,.94898927,.96552134,.98505121,.95163721,.89204007,.95012319,.96873361,.98104507,.98985964,.92524141,.93871009,.91197479,.97631454,.91325259,.81534016,.87736475,.94786412,.97100466,.98269153,.85105479,.89246404,.81116766,.94268614,.83207953,.68294257,.79111618,.87447494,.92351133,.96255898,.84109926,.90231651,.78555059,.9182747,.82603157,.70433301,.79137051,.85836077,.90069854,.93805361
KH6,Cambodia,2,.94308847,.93441397,.9523589,.98214519,.93565345,.85478789,.93243897,.96022677,.97484982,.98897827,.90601426,.92053366,.89171273,.97007734,.89097625,.77513885,.84940988,.92739439,.96121484,.97804964,.81635845,.86748946,.76710683,.93105918,.79260588,.61046529,.74762517,.83629954,.90561438,.95562625,.80161232,.87458694,.7353949,.89855957,.78268439,.63866055,.74504751,.82431328,.86410826,.92104328
KH6,Cambodia,3,.9140619,.90262526,.92628407,.970258,.90336412,.79399079,.8812896,.94193453,.96510452,.98151886,.85809422,.87936836,.83713937,.95110625,.8362608,.67723548,.77669775,.87609005,.93773901,.96653932,.73469657,.79791456,.67380226,.89863217,.70074826,.48036945,.61623377,.75679189,.85384893,.93073952,.7043432,.80746472,.6107704,.85169762,.67557377,.48659137,.63007909,.72775245,.78002244,.87758064
KH6,Cambodia,4,.86854231,.85113525,.88714498,.94925517,.85317737,.69847971,.820135,.89743316,.95182478,.96502501,.79114169,.81562686,.76702392,.92717481,.75920963,.55512691,.68848205,.80307764,.88960332,.94403446,.62533748,.69725204,.55606639,.84808314,.5792107,.34142148,.46969157,.62892753,.75816584,.88207299,.58783019,.7158258,.47168669,.77680862,.55093414,.3392204,.45892709,.62098479,.67967343,.81418067
KH6,Cambodia,5,.81301171,.78507012,.8428725,.91221631,.79412663,.60800594,.73814905,.83605903,.92767066,.94252288,.72735238,.75158447,.70348394,.89537823,.68791044,.44600904,.60365427,.72840601,.84578878,.92039877,.52941078,.61142147,.45041457,.78781778,.47589907,.23162612,.36633787,.51057488,.65894997,.82516223,.46542987,.60663372,.33730105,.71012753,.4176552,.21536325,.32366073,.47064692,.55518997,.73529923
KH6,Cambodia,6,.72598296,.69527757,.75879729,.86239237,.70001537,.4786891,.62194127,.7517345,.86027849,.90257591,.64018679,.6708287,.61000466,.83957356,.59338325,.35313693,.48873761,.61321229,.76428056,.87590778,.41623837,.50914145,.32675019,.70339072,.35677403,.14413415,.24613488,.36153725,.52157086,.74641204,.38817167,.53070605,.25883552,.64740181,.33755967,.1558065,.25157729,.35523567,.48003101,.67312479
KH6,Cambodia,7,.60588193,.57618445,.63761914,.80026793,.56887782,.33099577,.46538725,.61511725,.75571996,.84671956,.51810926,.55208957,.48463887,.76552755,.460031,.23253599,.35272613,.46573299,.63169563,.79263067,.33405271,.4182938,.25290811,.62662518,.27346599,.088619158,.16972274,.2657623,.42665195,.65893519,.3213256,.4479734,.20640504,.59539515,.26781639,.11446476,.17461824,.27104267,.39838013,.62398779
KH6,Cambodia,8,.48494005,.46325856,.50811064,.71765846,.44063884,.21955791,.31935006,.49437234,.61673379,.76119208,.42187566,.45626047,.38800684,.69676262,.35734946,.15806086,.24250858,.35781199,.52322453,.71096116,.27390811,.35320482,.19752617,.5561986,.21545063,.062044594,.11573213,.19614929,.34897965,.58804208,.2542659,.36831805,.15077464,.5229975,.20179886,.068016991,.11884484,.19517478,.31774446,.54971534
KH6,Cambodia,9,.34193027,.3224577,.36274022,.57309163,.2979255,.13830526,.19278799,.30958089,.44886065,.61087513,.33300221,.36627942,.30022436,.60646528,.26881021,.10188529,.16198039,.26232374,.41863045,.61105371,.19537847,.26225609,.13095909,.43322936,.14612365,.028503872,.072874531,.11730093,.25132537,.45746177,.19047669,.2798323,.1093951,.43865886,.14202169,.042427588,.069599971,.13611484,.22988202,.45603624
KH6,Cambodia,10,.21855298,.20945156,.22827932,.44146457,.17611864,.062748119,.098370515,.17418987,.27970511,.47348964,.25331908,.28933546,.21784316,.53386676,.18746404,.062761508,.092430569,.17115608,.31425691,.52490008,.13508205,.1973259,.075126104,.35758564,.089005396,.011221946,.035072774,.062946349,.15984012,.36294708,.10498071,.16733319,.048401888,.3145909,.064056471,.012065048,.032550357,.054243006,.10857381,.30649307
KH6,Cambodia,11,.1261771,.11799243,.13492373,.29687086,.093683124,.027843501,.043996006,.091818467,.16156928,.30356917,.22233503,.25304812,.19208281,.49937537,.15730329,.046378415,.078322552,.1392414,.26487121,.48722151,.1173467,.17213421,.064573027,.32307041,.074744873,.0077160387,.025567651,.05112255,.13803099,.32483619,.09019579,.14443293,.040980857,.28571773,.052022129,.0087931138,.020501992,.039542742,.093547739,.27853414
KH6,Cambodia,12,.051613666,.045125019,.058547761,.14541763,.03375667,.0044835443,.02037967,.035236664,.056087758,.14203502,.18284221,.20138708,.16457559,.44810921,.12057412,.030803021,.053562865,.098804668,.21356335,.43036273,.097979292,.14507276,.052616838,.28278345,.059709556,.0056397659,.01861652,.039065257,.10876608,.2825585,.075501569,.12243845,.032910924,.24544546,.042321756,.0068737669,.017107997,.028580969,.075975448,.24057157
KH6,Cambodia,13,.014838704,.013290745,.016492721,.062585264,.0057493374,,.0051229112,.0032458948,.010409711,.056278612,.10164583,.10764492,.095736727,.31247929,.052155349,.0046991808,.013190606,.042948443,.093219243,.29178402,.044343781,.065705143,.023767572,.16287383,.019798286,,,.011008631,.032331526,.15212816,.030363644,.049153842,.013313389,.1231912,.01223997,,.0037530048,,.021962797,.11828195
KH6,Cambodia,14,.0032556069,.0025901315,.0039665196,.017911466,.00046548733,,.0010803737,.00033406564,.0013371623,.013822418,.088613495,.092763834,.084525399,.27508795,.044840988,.0034835157,.0078448802,.034757636,.08336933,.25792792,.043384474,.064628884,.022920916,.15802783,.019643849,.00065503066,.0045870715,.010502087,.032163799,.14852409,.02835869,.045676496,.012644492,.11840634,.010777767,,.0022050072,.004125624,.018974962,.11293217
KH6,Cambodia,15,.00066096382,.00077780499,.00053581997,.0034333244,.00013302352,,,,,.0033951339,.068858355,.072732396,.065042421,.22592506,.031988963,.0016165922,.0051298747,.02383407,.064173445,.20502338,.035835419,.055124257,.017255556,.14273328,.013698755,,,.0076104389,.019916035,.12946656,.023601387,.039780933,.0089200521,.10328013,.0080448817,,.001632233,.0017604379,.013380979,.098282583
KH6,Cambodia,16,,,,,,,,,,,.053285591,.055806477,.050802499,.18252745,.022947732,.0006408703,.003861231,.011100278,.050784487,.164194,.033720605,.052145556,.015972875,.13543898,.012656529,.00019513302,.0035914185,.0056552719,.019323533,.12239438,.020254659,.036417697,.0055883005,.092442364,.0061606965,,.00090559135,.001240115,.010784605,.085775197
KH6,Cambodia,17,,,,,,,,,,,.0066159228,.0093019232,.0039701965,.025765257,.0021209198,,,,.0076039461,.020821372,.0080483397,.013757948,.0025485619,.038930342,.001653271,,,.00016175967,.0020090416,.033110298,.0076369187,.015282276,.00069953362,.042896476,.00075278379,,,,.00045440334,.036749288
KH6,Cambodia,18,,,,,,,,,,,.0044099353,.0064439131,.002406446,.017422767,.0013553997,,,,.004041844,.014747025,.0063196598,.010801873,.0020021596,.031573758,.0010900338,,,,.00050132454,.026985709,.0064327586,.012826366,.00063121459,.03587395,.00068459666,,,,,.031338643
KH6,Cambodia,19,.00002138823,,.000044043954,.00013319199,,,,,,.00010938866,.0016257623,.0022549406,.0010059901,.0063977139,.00050567108,,,,,.0059571001,.00099825347,.0018351267,.00019209838,.0058189654,,,,,,.0043277768,.0030118711,.0059993486,,.016359083,.00040588659,,,,,.014673035
KH6,Cambodia,20,,,,,,,,,,,.00045297749,.0003549344,.00054951297,.0014384058,.0002217257,,,,.00087475614,.0011263918,.00087651744,.0016094431,.00017048909,.0051093684,,,,,,.0038000345,.0010419796,.001858546,.00030106184,.0053392337,.00020290271,,,,,.0050762719
KM6,Comoros,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KM6,Comoros,1,.91324621,.93610436,.8918997,.96311849,.88968885,.77637261,.90423578,.92863023,.97158533,1,.78543705,.82058924,.75844401,.85947436,.74692464,.54978073,.6811952,.81860799,.85681403,.92184991,.6487512,.7548275,.5469954,.77144456,.58550137,.31916857,.54208076,.64169091,.75110668,.88087213,.54857087,.64789623,.43815807,.71868491,.44537255,.26130033,.45651188,.52275097,.57760817,.80461562
KM6,Comoros,2,.90889674,.93210739,.88722104,.95989519,.88480741,.76602525,.89839154,.92353004,.97018498,.9624092,.77583688,.81090319,.74890995,.85201317,.7362119,.53320831,.67582542,.80347592,.8473087,.91821873,.64174795,.74796814,.53985423,.76426888,.57858706,.31406355,.52847379,.63418359,.74763292,.87426001,.53924078,.64048463,.42669517,.71273273,.43399322,.25888407,.44403598,.51517892,.55648887,.80118334
KM6,Comoros,3,.89706469,.91830546,.87722868,.95387942,.87022811,.75522709,.88066626,.90380406,.96724272,.95503789,.75168788,.79025578,.72207206,.83709526,.70726109,.50945175,.64161038,.78140086,.82155287,.90253907,.62199372,.72309399,.52501136,.75386482,.55401272,.29420179,.49686435,.60662973,.7262978,.87182224,.52595913,.62677711,.41388693,.7019527,.41919398,.24552919,.43530852,.48937967,.54005229,.7964071
KM6,Comoros,4,.86768275,.88046622,.85574484,.93702847,.83492714,.69030774,.8478108,.88518435,.94683325,.93897045,.72417736,.76127666,.69568926,.81915486,.67477238,.46752104,.61757731,.7450372,.79697943,.88664269,.58355063,.68417132,.48702824,.72492707,.51066947,.25929362,.45208639,.57028264,.68117499,.83971965,.50035304,.6059745,.38294128,.68988115,.38537732,.22377327,.40883759,.44187945,.52306193,.77807963
KM6,Comoros,5,.82385659,.82782388,.82015169,.91003096,.78315187,.61906046,.7883566,.84594643,.89977592,.93284082,.69333071,.72637689,.66795504,.79676718,.63952565,.40846533,.58913797,.7050575,.76733345,.87938523,.54552042,.64513719,.44996107,.68902093,.4715443,.23962598,.40358046,.52235883,.63630098,.81114566,.47364038,.58136904,.35388613,.66468823,.3577427,.1835691,.3826398,.43349895,.50388211,.74040157
KM6,Comoros,6,.7668339,.76070154,.77256083,.86715651,.71944624,.53565407,.71270573,.81050372,.83613586,.90222466,.65125251,.68026394,.62897509,.76603383,.59154612,.36883879,.54574233,.66366512,.72413182,.83744657,.49615195,.59618664,.40019175,.63824421,.42290175,.19915907,.36390257,.47078013,.57083201,.76563424,.43924746,.53882581,.32855332,.63713586,.31919998,.14923659,.32020047,.41295996,.46754158,.71791255
KM6,Comoros,7,.64989847,.62672788,.6715368,.76962411,.5933457,.38903338,.58884001,.68040395,.73386335,.81568354,.58336169,.59771305,.57234156,.71984082,.51236862,.28420877,.48633614,.59738165,.65167445,.77608317,.40844691,.49847648,.32208428,.56339794,.32856789,.13524731,.26329929,.36748105,.47438014,.69215471,.37520319,.46704194,.2731126,.57888138,.25164339,.095912486,.23569685,.35322776,.39301673,.66699201
KM6,Comoros,8,.52977043,.50754577,.55052549,.65567583,.47029871,.29123995,.43981746,.53223312,.62102598,.72846103,.53409719,.54008323,.52950084,.67646623,.46004039,.25758022,.44050965,.54035169,.5815236,.73908919,.36910594,.44972226,.29177308,.52219415,.29018718,.11700906,.23187196,.32106268,.41578776,.65632141,.35122395,.43680376,.25609091,.549429,.23098436,.08610151,.21164559,.29871804,.37750679,.64928854
KM6,Comoros,9,.40871254,.39183158,.42447728,.53615224,.34851611,.19861116,.31750593,.38826993,.50811547,.60012275,.49454933,.49570644,.49366105,.63656181,.42067793,.22413532,.39243898,.50619048,.54247999,.69747305,.33941871,.4151772,.26674587,.49184304,.2608422,.10019182,.20181775,.29487675,.37764913,.62209255,.32307148,.41785407,.21770832,.50881565,.21039115,.080481403,.18054077,.27487707,.35516301,.60030651
KM6,Comoros,10,.28741512,.27439252,.29957667,.40420574,.23224881,.10359413,.20138867,.25018701,.38690948,.46837696,.442186,.44186184,.44243518,.59244198,.36402658,.20047264,.32681942,.44427866,.48691037,.65118545,.30014095,.37025979,.23287803,.43215346,.23208697,.078271762,.16274171,.26438889,.34069073,.55927688,.28520972,.37976101,.18010366,.46100077,.17856738,.071661539,.14397721,.22527787,.32086641,.54780143
KM6,Comoros,11,.1812444,.1696483,.19207375,.27768156,.1356921,.048686258,.1124192,.14439312,.24096048,.34078991,.37787873,.37270945,.38184839,.52700073,.30030912,.16356978,.26782617,.35246405,.42743734,.58596128,.2488424,.30613142,.19388676,.37867349,.18191297,.059924338,.13577339,.2103976,.27705154,.48015544,.21083567,.2850365,.1283517,.34737891,.12800267,.032692764,.082214683,.16341053,.23113382,.44356373
KM6,Comoros,12,.10634315,.095692821,.1162893,.15850525,.081704333,.016851515,.064915106,.089061372,.13699205,.21071123,.32329711,.31013197,.33340669,.46431574,.24994266,.11870335,.20689687,.31215879,.36738461,.52282327,.22600259,.28061619,.17361341,.34384137,.16525535,.051062629,.11108734,.19147938,.2508035,.4477807,.17928365,.24994749,.10073155,.28856769,.11298725,.029255217,.06976182,.12513272,.19076486,.39120588
KM6,Comoros,13,.052570634,.046194226,.058525495,.077164054,.040953975,.0078160157,.026990134,.038264621,.072567008,.11093539,.26022756,.24604435,.27111885,.37856668,.19867043,.094479024,.1639121,.23915142,.29818165,.43296543,.20180432,.25076503,.15483783,.30660951,.14777605,.041689802,.09146443,.17718926,.22319977,.40326008,.15684542,.22871383,.076954268,.24895012,.1009707,.024869559,.059328072,.11815447,.15996455,.34315747
KM6,Comoros,14,.01139565,.010447618,.012281111,.019720383,.0074635581,,,.010091702,.016604962,.027190538,.14654413,.13333309,.1566889,.24466112,.095506057,.01368385,.067240939,.13422969,.16638982,.29378733,.14190885,.17543794,.10974541,.2274228,.097825415,.018013505,.067854404,.090901569,.1420923,.3350018,.11523287,.16622613,.058547135,.1934596,.06777712,,,,.11674804,.27926075
KM6,Comoros,15,.0027207648,,.0018947803,.0071652508,,,,.0031960767,.0013174202,,.11124339,.096224487,.1227764,.19148792,.069502138,.012467407,.041306995,.085675947,.1306681,.24144894,.13790783,.17103502,.10612994,.22074664,.095203474,.017114304,.055238109,.085982852,.14151925,.33241007,.11191856,.16330595,.054794714,.19206473,.063298397,.016053023,.033627134,.062853552,.11180311,.2701537
KM6,Comoros,16,.0023448262,.0036053709,.0011677641,.0059934277,.00062152027,,.0016788566,.0020583137,.00061538414,.0069742016,.052235112,.053737901,.051081274,.093656637,.03068866,.0049791127,.015805699,.029153522,.067755818,.12103137,.085404828,.1190872,.05309435,.13224852,.061256338,.0040837829,.034013696,.0463905,.077276587,.22717302,.065138042,.10226915,.023861876,.10509142,.040900506,.0044808807,.017588975,.029461443,.063959062,.16811466
KM6,Comoros,17,.00098073005,.0016546107,,.0030570778,,,,,,.0047721155,.01383759,.014994924,.012949021,.020947283,.010139322,,,.0029421293,.019140311,.037658863,.044252653,.069300972,.020224569,.069610089,.031180574,.0023803965,.016542146,.019684026,.032760516,.12929794,.029458178,.047949985,.0089019835,.055976585,.013370863,.0014826257,.0090853954,.0092254272,.018401062,.087094598
KM6,Comoros,18,,,,,,,,,,,.0082168123,.0099143721,.0069134077,.011583109,.006465768,,.0017696082,.0015335146,.01158519,.02137457,.019327864,.032775883,.0064275963,.02632401,.015721237,,.0021325143,.010017325,.016939869,.057061415,.016252792,.024124796,.0075018671,.027402243,.0094889244,,,.0050602164,.014717141,.048619013
KM6,Comoros,19,.00018176275,,.00035153521,.0005666496,,,,,,.00088446122,.0026310303,.0032235275,.0021761933,.0043769213,.0017228827,,,,.0056216246,.0052490314,.0046507423,.0058715623,.0034796498,.007378418,.0032445607,,.0010521848,.0026727675,,.017006166,.0051003434,.0089723729,.00079590554,.012226055,.00077744602,,,.0025224183,,.016531026
KM6,Comoros,20,,,,,,,,,,,.00039879387,.00081258052,.000081187063,.00066995295,.00025776619,.0012060618,,,.00019615843,.00083995447,.00071562192,.0006693179,.00076004339,.00096329895,.00058790779,,,,,.0031139371,.0021592777,.0037739284,.00036420545,.005718491,,,,.00097009848,.0021864865,.0060520242
KY6,Kyrgyz Republic,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KY6,Kyrgyz Republic,1,.99573696,.99444467,.99680889,.99964988,.99377656,.99598861,.99219787,.99713743,.99324554,1,.99648893,.99576133,.9971388,1,.99650061,1,.99379361,.9974696,1,1,.9963178,.99593914,.99667281,.99774933,1,1,1,1,.99646944,1,.99808151,.99803382,1,1,.99770844,1,1,1,1,1
KY6,Kyrgyz Republic,2,.99285269,,.99304068,,.99177331,.99386853,,,,1,.9958176,.99529213,,.99646884,.99544317,.99531311,.99261796,.99510139,.99522299,1,.99596548,,.99616057,,.99558306,.99738353,1,.98995984,,1,.99797225,.99780655,.99812573,1,.99754137,1,1,1,1,1
KY6,Kyrgyz Republic,3,.9918192,.99262595,.99114996,.99500716,.99022204,,,,.99224991,1,.99453562,.99257487,.99628693,.99567813,.99387866,,.9921028,.99093074,.99368972,.99956208,.99501115,.99575734,.99431145,.99671042,.99413896,,1,.98741466,.99524778,1,.99746734,.99728149,.99763942,1,.99676919,1,.99944073,1,.99764574,1
KY6,Kyrgyz Republic,4,.99073166,.99160945,.99000341,,.9892813,,.98851502,,.98669428,1,.99212402,.99031681,.99373811,.99463737,.99067867,.99474233,.98786056,.98915076,.98858649,,.99390155,.99418777,,,.99340582,.99497998,1,,,1,.99675906,,.99704152,1,.99568611,1,.99671149,1,,1
KY6,Kyrgyz Republic,5,.98902321,.98977643,.98839837,.99362648,.98671687,,.98747361,,,.99363333,.98927045,.98676914,.99150455,.99282497,.98722637,.99396819,,.98660797,.98083436,.99831617,.99368852,.99374747,.99363309,.99486727,.99308342,,.99820662,.98603922,.99148083,.99959838,.99666381,.99645412,.99685794,.99878651,.99554038,1,.99622375,.99514502,,1
KY6,Kyrgyz Republic,6,.98803747,.98924744,.98703372,.99196506,.98606974,.98876154,.98537582,.99632752,.97906065,.99102724,.98724532,.98512775,.9891367,.99025136,.98551673,.99247801,.98377252,.98357159,.97796351,.99578589,.99149168,.99051464,.99240768,,.99101412,,,.98274225,.98917603,,.9956339,.99586946,.99541587,.9966231,.99511051,.99474931,,,.99682945,1
KY6,Kyrgyz Republic,7,.98537403,.98538458,.98536515,.99058437,.98276365,.98698169,.98366934,.99092454,.97650701,.98886144,.98520249,.98163575,.98838824,.98956972,.98269105,.99212664,.98351294,.97942716,.97256523,.99528515,.990242,.9893257,.99110097,.99242216,.98912305,.99372941,.99483216,,.98721737,.9978435,.99517602,,.99492943,,.99479651,,.99539709,,,1
KY6,Kyrgyz Republic,8,.97228223,.971178,.973198,.97956169,.9686352,.97588372,.97510368,.98167896,.94493276,.98318785,.98150516,.97811633,.98453212,.98834807,.97756994,.98784471,.98052603,.9738912,.96765226,.99377674,.98781502,.9856981,.98979968,.98952776,.98693591,.9896639,.99304044,.9788847,.98121279,.99733096,.9950667,.99544239,.99471897,.99589336,.99462944,.99370933,.99483782,.99448615,.99565184,.99645346
KY6,Kyrgyz Republic,9,.86610925,.85187566,.8779155,.88105822,.85861969,.86214948,.8652752,.8673892,.84232432,.89145893,.97128874,.9687826,.97352725,.9827643,.96468896,.97837967,.96357626,.95988029,.95647657,.99163932,.96154916,.95793068,.96494162,.9769085,.95366663,.97045493,.94863898,.94318074,.95614213,.98853427,.9748131,.9700262,.97924668,.98249716,.9707467,.98357803,.96902817,.96733868,.96665812,.98668325
KY6,Kyrgyz Republic,10,.57857817,.56630927,.58875471,.64646029,.54456902,.59305149,.57751369,.47655812,.52348328,.70453793,.88021326,.86416548,.89454645,.93077117,.85113513,.91283554,.85989255,.82069016,.83652216,.94950342,.88573056,.87837327,.89262843,.93122774,.86238134,.91451693,.86062413,.83937782,.86535436,.94942367,.95191056,.94216174,.96093971,.97482294,.939785,.97286141,.92749888,.92381173,.95373523,.97722322
KY6,Kyrgyz Republic,11,.36894396,.35963315,.37666684,.43678799,.33495387,.36477914,.34805307,.28157124,.34381244,.49157688,.86167854,.84250039,.87880754,.90846318,.8347705,.89884359,.84225595,.79912275,.8056137,.93856555,.69514042,.68498683,.70466,.80684376,.63781434,.69928598,.62007111,.62773347,.66845834,.84589386,.50580359,.47778332,.53175491,.67632234,.4155606,.43479532,.39347345,.37337837,.53973693,.75561327
KY6,Kyrgyz Republic,12,.11848459,.11155938,.12422863,.19807126,.078611404,.096955895,.088997461,.049524233,.093318127,.25008264,.46550664,.4071241,.5176506,.6490553,.359938,.40361881,.34691116,.32795393,.44382486,.71903592,.38648257,.34564796,.42476737,.59244817,.28078127,.29550493,.26749167,.26568505,.37815341,.68139094,.42009997,.3749004,.4619619,.58599764,.33230257,.35209712,.31408352,.28454697,.43301696,.68529785
KY6,Kyrgyz Republic,13,.040987268,.035021655,.045935348,.060598861,.031161658,.041123044,.03274864,.021592863,.031750623,.074043952,.41879719,.36292663,.46869758,.58281845,.32445982,.36470297,.31133059,.29863229,.39534852,.64656347,.34595597,.30933991,.38028562,.54700524,.24277768,.26980364,.22095671,.23251465,.32984766,.63477004,.34680864,.30601493,.38459006,.50584745,.2626411,.29577184,.24070415,.22646248,.32729077,.6160894
KY6,Kyrgyz Republic,14,.0071796868,.0057180976,.0083917798,.0066888547,.0074254163,.01455325,.0049890024,.0056951768,.0020958043,.0082407165,.35164168,.30214155,.39585236,.4863829,.27414489,.31914261,.26279292,.25322422,.32177711,.53826112,.28164703,.25909996,.30278623,.47065073,.18465056,.1997088,.17621826,.17974865,.2610662,.55200404,.22674948,.20414551,.24768443,.36443177,.15388443,.15216146,.14248395,.13735498,.20781453,.47063091
KY6,Kyrgyz Republic,15,,,,,,,,,,,.25929642,.22940247,.28599611,.36819047,.19666579,.22807378,.18254159,.18137787,.23929727,.4130829,.23714644,.22218019,.25117815,.40893516,.14898466,.16057196,.13613272,.14129633,.22458753,.48586407,.19488432,.17350474,.21468531,.32533753,.12584509,.12693752,.11741585,.11335135,.16146281,.43421876
KY6,Kyrgyz Republic,16,.00013962552,.00030769606,,.00041799343,,,,,,.00065573299,.20924988,.18566898,.23031113,.28947496,.16310836,.19246,.1527604,.14932439,.19267596,.32129923,.16522534,.15698893,.17294742,.26850408,.11222273,.12441722,.095975131,.10045287,.16557477,.31687596,.042678054,.036221251,.048658267,.07771787,.024134284,.025555903,.030634811,.011967052,.039068688,.099923708
KY6,Kyrgyz Republic,17,,,,,,,,,,,.022815797,.019030036,.026197229,.033223614,.0168301,.023421034,.014230747,.012403334,.028960878,.03206728,.020450592,.015605634,.024992978,.029193491,.015963569,.018411281,.010855071,.015230666,.025688324,.029854542,.018046554,.015110882,.020765662,.036937661,.008049136,.0093116537,.0022302691,.0034557087,.022923339,.04845025
KY6,Kyrgyz Republic,18,,,,,,,,,,,.0063277571,.0063904515,.0062719812,.010619391,.0038598171,.0031738104,.0034344962,,.012601621,.0090966765,.0079416456,.0076152426,.0082476195,.016924398,.0033315322,.005233,.0012637359,.0023909512,.0095383823,.019387318,.010076824,.0070078238,.012919414,.023256965,.0031018103,.0041486984,.0013548944,,.0075366502,.034942191
KY6,Kyrgyz Republic,19,,,,,,,,,,,.0012922556,.0013731528,.0012202221,.0016773631,.0010711778,.00088673079,.00040661331,.0023273649,.00052027107,.0020446463,.0040167063,.0034172204,.0045787115,.010173085,.00085708196,.0015057509,.00059505575,,.0057131299,.011033082,.0051936489,.0044681965,.0058657569,.014036841,.00051387178,,.00057256897,,.0022755552,.02176046
KY6,Kyrgyz Republic,20,,,,,,,,,,,,,,,,,,,,,.0015629968,,.0027089338,.0041222768,,,,,.0042331005,.0022904135,.0029868199,.0042355293,.0018305529,.008630815,,,,,,.014148683
KY6,Kyrgyz Republic,21,,,,,,,,,,,,,,,,,,,,,.00033688126,.00034069002,.00033326171,.0005069942,.00024939605,.00085241132,,,.00088536396,,,,,,,,,,,
KY6,Kyrgyz Republic,23,,,,,,,,,,,,,,,,,,,,,.000019659899,.000040605559,,,.000029669192,,,,.00009046022,,,,,,,,,,,
KY6,Kyrgyz Republic,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0008407507,.0017487371,,.0024296532,,,,,,.0039829393
LB6,Liberia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
