survey,edyears,pct15_19,pct15_19_male,pct15_19_female,pct15_19_urban,pct15_19_rural,pct15_19_q1,pct15_19_q2,pct15_19_q3,pct15_19_q4,pct15_19_q5,pct20_30,pct20_30_male,pct20_30_female,pct20_30_urban,pct20_30_rural,pct20_30_q1,pct20_30_q2,pct20_30_q3,pct20_30_q4,pct20_30_q5,pct40_50,pct40_50_male,pct40_50_female,pct40_50_urban,pct40_50_rural,pct40_50_q1,pct40_50_q2,pct40_50_q3,pct40_50_q4,pct40_50_q5
CI6,6,.46892348,.55462843,.38689378,.62082762,.25735945,.1554333,.25713512,.43756703,.59688658,.67817277,.38738135,.4760285,.30600145,.53579807,.21948525,.12264995,.21568003,.32236424,.43706608,.67759728,.3418566,.43330401,.23735549,.47025034,.23959544,.15291947,.20093422,.29961914,.41591495,.63397026
CI6,7,.35632861,.43560466,.28045213,.51392692,.13683398,.067008041,.12721361,.30203325,.46130297,.59747398,.30006704,.39112106,.21647754,.44586137,.1351375,.074237578,.11796144,.22981818,.33042666,.59030247,.21796551,.30503613,.11846597,.34055418,.12032791,.068540514,.094143584,.15429455,.23912488,.52407098
CI6,8,.31098792,.37630507,.24847169,.45587152,.10920166,.048151515,.098934591,.25461534,.39393911,.54750276,.2852065,.37264353,.20493743,.43059853,.12073203,.056473233,.10917485,.216223,.31448331,.57381362,.20531656,.28873199,.10999396,.32788953,.10769144,.060567148,.082195908,.14565875,.22235076,.50630802
CI6,9,.24623396,.30298361,.19191784,.36637726,.078904636,.036974154,.058938161,.19408147,.28953698,.46865743,.26663771,.35094407,.18924268,.40634003,.10859976,.050079305,.093131594,.2024145,.29030144,.54660606,.18703511,.2671451,.095489822,.30038539,.096755564,.048846856,.074795879,.13516121,.19780441,.46989235
CI6,10,.16342436,.19747095,.13083772,.24566212,.048887864,.021319853,.042852581,.11097199,.18289945,.33134791,.23795524,.31201589,.16996604,.36961555,.089014843,.03527648,.073139243,.17439894,.25282007,.51030278,.15886757,.23063025,.076861128,.26520479,.074173681,.032103758,.052192289,.093352243,.17270581,.4345533
CI6,11,.073923014,.08922112,.059280857,.11620904,.015029158,,.0055054314,.017230978,.085341282,.18345864,.17609558,.23170757,.12504257,.2846294,.053316951,.013050794,.043639321,.10758165,.17721194,.41760981,.10416597,.15708347,.043694805,.1861328,.038882237,.014608208,.027235184,.03765931,.10136852,.33090767
CI6,12,.035216112,.040078111,.03056252,.056562498,.0054858411,.0027490393,,.0057060272,.038508568,.091650128,.15538536,.20630756,.10863768,.25441363,.043359872,.0092356903,.034465853,.084387824,.14673239,.38873991,.092907608,.14161485,.037247673,.16861245,.032611333,.012522405,.016930634,.03295571,.086585328,.30688703
CI6,13,.012773101,.017257961,.0084804716,.02069716,.0017367203,,,.0011288137,.014019344,.034437317,.12540902,.16683781,.087376468,.20504017,.035326503,.0069767986,.028653665,.065961584,.10667834,.32531896,.076273888,.11782504,.028791562,.14258848,.023456626,.0088430885,.0094200503,.015699649,.068127275,.27087194
CI6,14,.0021499719,.0035804983,,.0036935166,,,,,.001399067,.0067168842,.056878883,.074556932,.040649984,.096190192,.01240811,,.0076098125,.018325571,.032255866,.17367685,.038686141,.062934421,,.077531345,.0077472893,,,.0049468135,.023677908,.15895608
CI6,15,.00039894905,,.0007806932,.00068524841,,,,,,.0014573552,.043740597,.057384904,.031214751,.074119866,.0093741752,.0027675724,.0074518691,.01390529,.019515067,.13686948,.036321688,.058500867,.010976604,.072741881,.0073142741,,,.0044306475,.021333994,.15025339
CI6,16,,,,,,,,,,,.016970601,.023914354,.010595996,.029522048,.0027718744,.00081514783,.0019858263,.0069845538,.0063900342,.053630982,.021700062,.036896259,.0043347501,.04421385,.0037686084,,,.0038133152,.012465997,.088730812
CI6,17,,,,,,,,,,,.0086983601,.011789998,.0058600726,.015327327,.0011994271,,.00072568672,.0017937046,.0023752511,.030076774,.011347067,.018438511,.0032434266,.023118516,.0019715081,,,.0011005711,.0036088885,.049704198
CI6,18,,,,,,,,,,,.0037704713,.0054061725,.0022687619,.0070489873,.000061729494,,,,.00080097892,.014009299,.0058347834,.0097171301,.0013983262,.01147218,.001344783,.00057913328,,.00059285481,.0023279032,.024803083
CM6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM6,1,.91162676,.93677396,.88822097,.97110957,.84167469,.69483173,.86832702,.94768888,.97566152,.98842353,.84361058,.90697473,.79031509,.93593556,.71599036,.48685384,.75635642,.87494361,.93939495,.98398978,.75108129,.81660593,.68505979,.8776685,.62521005,.31327561,.70719862,.81107014,.8941102,.95355672
CM6,2,.89794225,.92407137,.87362248,.96591973,.81800026,.65162814,.84680933,.9346478,.97417045,.98684227,.83271646,.89810872,.77771503,.93216997,.6952424,.449801,.73911428,.8650921,.93674839,.98314756,.73763448,.80198288,.6727981,.87218511,.60384482,.2860328,.68191427,.79775482,.88924533,.95327777
CM6,3,.87544364,.90232104,.85042733,.95443946,.78254408,.58371782,.81990296,.91446006,.96344852,.98310083,.80676764,.8754915,.74896395,.92164004,.64798021,.37387931,.69383097,.83627748,.9294492,.98095232,.7102043,.77788305,.64201242,.85593432,.56529844,.23033802,.65531474,.76473022,.86650532,.94846779
CM6,4,.83847278,.86701381,.81190813,.93365902,.72653323,.48804662,.76435363,.87416661,.9518497,.97536838,.78161097,.85043961,.72371918,.90848583,.6062327,.31820682,.64981794,.80872077,.91579235,.97439069,.67593765,.74852943,.60279554,.83471096,.51806235,.19230728,.59731299,.71797156,.83756602,.9439224
CM6,5,.79106873,.81965977,.76445764,.90332335,.6590569,.38596705,.70901489,.80825502,.92725086,.96229267,.74695599,.81560695,.68921351,.88758785,.5525614,.26633325,.58863389,.75682789,.88915145,.96758193,.63974404,.72221762,.55664515,.80911297,.47133294,.14990009,.53814816,.67326695,.80918527,.93286783
CM6,6,.69716614,.7201463,.67577726,.83356816,.53675669,.21836643,.57934105,.6960569,.85799956,.93438995,.67371017,.74494791,.613792,.83148074,.45562491,.17261651,.48254681,.64409727,.82227921,.94285816,.54813689,.64234722,.45321223,.72881967,.36847597,.094771162,.39938799,.55103582,.70254499,.89422774
CM6,7,.57534373,.58505213,.56630766,.72338426,.4012475,.14396243,.40933588,.55863124,.72657949,.84231216,.5101583,.57994658,.4514592,.68502122,.2684463,.10276241,.26730788,.38741815,.63439435,.83574969,.36813405,.46549267,.27003723,.54743892,.18984322,.045629747,.16865367,.27184173,.49536651,.76679069
CM6,8,.47508577,.46960098,.48019069,.62213975,.30214968,.08450342,.29216906,.4414697,.61234409,.75767714,.469605,.53945732,.41085202,.64242256,.23072028,.084045053,.22174671,.34180912,.57736725,.8029291,.33995208,.43651941,.24265248,.51260293,.16827759,.035084903,.14302616,.23953453,.45015624,.741925
CM6,9,.35609016,.35356739,.35843813,.4927558,.1953707,.051581256,.1765354,.28293121,.47313607,.6354897,.41818675,.48239744,.36417893,.58779341,.18374047,.061997395,.16169497,.28727299,.50890416,.75634098,.30123574,.39849612,.20323786,.46610168,.13730213,.025084749,.11163154,.19238117,.39543164,.69634163
CM6,10,.19652385,.19376044,.19909583,.30117828,.073449731,.012000918,.063707091,.10974456,.24938272,.43988776,.32367301,.38253674,.2741625,.47500753,.11448415,.031876314,.092795625,.1807327,.37608087,.65269834,.23005772,.31958809,.13984843,.37059173,.090318389,.0090927957,.064476885,.11432847,.28628761,.60180938
CM6,11,.11333728,.11790882,.1090823,.18242428,.032090615,.003159848,.027982658,.053122886,.14325821,.27231523,.2558119,.30590087,.2136818,.3837778,.078925304,.018309461,.056371674,.12798208,.27861661,.55354744,.17776038,.2532827,.10166541,.29381001,.062366951,.0036604882,.040291637,.075985104,.19747084,.50939089
CM6,12,.050316311,.053210586,.047622439,.083922803,.010794857,,.0099232933,.017562315,.060364272,.13230419,.18403926,.22364041,.15073048,.28490272,.044616211,.010547758,.02455572,.073503785,.17796881,.43867689,.13720247,.20071222,.073211156,.23083068,.044103634,.0010606374,.027436847,.044939943,.13119724,.43000764
CM6,13,.015773188,.01488724,.016597755,.027107263,.002444183,,,.0047644465,.015622616,.047901604,.1293143,.15651919,.10643198,.20824336,.020210998,.002265038,.009540095,.036251657,.11469931,.33353356,.11037336,.16315453,.057191949,.19097589,.030226512,,.011991903,.029290816,.088509046,.37754065
CM6,14,.0041130623,.001674186,.0063830148,.0072715813,.00039854163,,,.0015141942,.0014648665,.014931914,.082307465,.10265015,.065196939,.13451947,.01013495,,.0034146593,.017317567,.06050751,.22819594,.075756222,.11189994,.03933844,.13573369,.016117785,,.0059088389,.011829042,.042927936,.28533727
CM6,15,.00054111046,.00050940306,.00057059305,.0007515584,,,,,,.0017535394,.057669438,.073081709,.044705868,.09430901,.007022588,.00059553119,.0025662726,.013420015,.034563318,.1653682,.067249425,.10099114,.033251856,.12390435,.010914744,,.0034312529,.0086936988,.033916093,.26043534
CM6,16,.00024526895,.00022888507,,.00020415186,,,,,,.00047629318,.034705359,.044040747,.026853045,.055894386,.0054156831,,.0014903097,.0087309843,.020062465,.099934876,.054277278,.086236902,.022075325,.1008543,.0079635046,,.0019838009,.0070570009,.0184955,.21922253
CM6,17,.0001349263,,.00026048924,,.00029353303,,,.00066728098,,,.014154312,.016418269,.012249763,.023394385,.0013815853,,,.0025475235,.005902594,.043617561,.027961377,.045617823,.010171056,.053461891,.0026048915,,.0015355126,.001018953,.0074985642,.11673611
CO7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO7,1,.99043924,.98943162,.99143678,.99287987,.98252445,.98290628,.98531526,.99313664,.99460918,.99700063,.98469603,.98053908,.98847616,.99118626,.95809191,.9518466,.98193747,.99313945,.9931128,.99657398,.95568746,.9502964,.96034402,.97534108,.88887501,.86138147,.94900703,.97209287,.98882496,.99256784
CO7,2,.98749751,.98544788,.98953724,.99174148,.9737348,.97267795,.98378956,.99153847,.99376178,.99681908,.97839469,.97287744,.98341072,.98831081,.93774724,.92734617,.97543252,.98995018,.99272686,.99590981,.9300068,.92207688,.93685567,.961631,.82250029,.78710598,.90975416,.95764643,.98162401,.99035442
CO7,3,.98063767,.97671878,.98454446,.98879564,.95418227,.95043147,.97677654,.98936814,.99286455,.99570209,.96863359,.96160954,.97501624,.98414224,.90506178,.88780844,.9661501,.98482835,.99247617,.99519259,.88934737,.88170624,.89594084,.93882525,.72114706,.67308921,.85440594,.93030113,.96621281,.98600316
CO7,4,.97291642,.96641576,.97940457,.98598993,.93052065,.92417812,.96784335,.98772752,.99243194,,.95327467,.94207942,.96345061,.97666347,.85740155,.83124316,.94673455,.97760808,.9906705,.99501926,.83725846,.82384408,.84883791,.90776896,.59755743,.53985244,.77975619,.89023376,.94971818,.97437942
CO7,5,.95870107,.94985473,.96752357,.9777512,.89692366,.88191319,.94988,.98081493,.99034703,.99544662,.93781841,.92300743,.95128053,.96897662,.81009769,.77518499,.93000853,.97075254,.98661071,.99300659,.79912704,.78631401,.81018114,.88256907,.51546538,.45474374,.71816462,.85993737,.93255013,.96693194
CO7,6,.88177681,.85950381,.90428251,.91252154,.78207541,.75103408,.86618495,.9084028,.93661499,.9553889,.87842995,.85577792,.89923227,.93467379,.64788038,.59318274,.85563672,.92870557,.96901464,.98808515,.63272005,.61638796,.64679474,.74163097,.2624763,.20390941,.48712537,.67713219,.80225378,.90096527
CO7,7,.82497156,.79039127,.85975248,.86539781,.6938746,.65797126,.78102684,.85359222,.90387678,.94146997,.85178602,.82538378,.87604833,.91436595,.59526354,.53818512,.80659127,.90706456,.9600051,.98475653,.60115933,.58255452,.61722159,.70861876,.23584996,.17629348,.43610081,.63372207,.7725389,.89017373
CO7,8,.74796027,.70018888,.79607081,.79797494,.58576953,.54117554,.68477947,.77101004,.84764844,.91243124,.81931871,.78727382,.84870237,.88846213,.53589201,.47502729,.75609475,.87469,.94408309,.97952944,.55717307,.53847599,.573309,.66155314,.2023318,.14679207,.38631552,.57522708,.71637833,.86267823
CO7,9,.63761759,.58930635,.6864692,.69420379,.45411623,.4024058,.56610137,.65823841,.74848706,.83263785,.78863418,.75284165,.82141143,.86200869,.4878639,.42801777,.70531458,.83746654,.93147123,.97227067,.5181365,.50239867,.5317077,.61719704,.18137929,.12685639,.34538564,.52710873,.66683298,.82715136
CO7,10,.50580436,.46024615,.55169237,.56416661,.31654361,.27413473,.41837746,.51693153,.62840104,.71216738,.75559586,.7178762,.7901035,.83169061,.44367516,.37655535,.65988672,.79787213,.90878862,.9642188,.47828335,.46537769,.48950818,.57263708,.15752707,.10799461,.30515152,.47668415,.61320454,.79234302
CO7,11,.34383142,.29248255,.39563873,.3929525,.18453836,.15156111,.26202437,.36420104,.43309316,.52605206,.72756857,.68938494,.76257145,.80603808,.40591356,.33757988,.61741996,.76259083,.89435917,.95461017,.46347365,.45231572,.47318482,.55567735,.15002629,.10112193,.28948823,.4573071,.59659117,.7773605
CO7,12,.14561869,.10835594,.18326268,.17384738,.054076839,.032120399,.08720535,.13841501,.18927678,.29298165,.42926174,.37251943,.48113239,.49867681,.14472172,.1023531,.25778466,.38539734,.5950042,.75873852,.23450446,.22244745,.24496464,.28588533,.05983483,.032799494,.1085982,.16526051,.28942028,.50598723
CO7,13,.049621765,.031036571,.068362355,.058508422,.020803379,.011237461,.025028264,.045967035,.058578789,.11174008,.32063934,.2756452,.36185566,.3763859,.092127942,.062618613,.16838619,.27353045,.44261736,.6217435,.19891016,.19097428,.20580116,.24284829,.049542181,.027725026,.085791685,.13384023,.23823628,.44637698
CO7,14,.007936948,.0058207815,.010074117,.010014796,.0011985954,.00025966534,.0013499324,.0067702918,.011228115,.021097122,.18723324,.1652008,.20749854,.22295299,.040813852,.021432079,.070469648,.11956152,.26376981,.44460931,.12805901,.13010445,.12630756,.15811487,.025883943,.013290474,.049439389,.077575766,.14736672,.3085084
CO7,15,.002069742,.00093992031,.0032074382,.0026227308,,,.00017457032,.00098103052,.0025077153,.0069964314,.12094145,.1074523,.13335407,.1453294,.02097236,.01093339,.041425765,.066884264,.16590384,.31015435,.084559135,.079925172,.088578574,.10476144,.0158813,.0079566604,.030077174,.04691273,.095453337,.2117936
CO7,16,.00035154753,.00033551469,.00036802495,.00037469732,.00027629221,,,.00032627283,.00086650095,.00061299483,.082082853,.073118806,.090332925,.099172011,.012032243,.0056615476,.02565705,.041487783,.11377577,.2177217,.074015222,.070165023,.077355348,.09159407,.014255849,.0072991769,.023817949,.038560458,.08145418,.19117674
CO7,17,,,,,,,,,,,.0032559792,.0017237298,.0046568941,.0039291126,.00049638574,.00030997625,.00040949057,.001108332,.0052193641,.0090832161,.0019781375,.0012757762,.0025858255,.0023858708,.00059213483,.000025490646,.00072410074,.00082123949,.0032866483,.0043327501
DR6,0,1,1,1,,,1,,1,,,1,1,1,,,1,1,1,,,1,1,1,,,1,1,1,1,1
DR6,1,.97578269,.96813351,.98358977,,,.96383059,,,,,.93771201,.92876649,.94820434,,,.9141649,.97792339,.99073672,,,.72373682,.73249209,.71443236,,,.59165049,.83531165,.95787287,.98448336,
DR6,2,.96614963,.95823628,.9742263,,,.94846791,1,.98696065,,,.91569126,.9113977,.92072719,,,.88463235,.97458357,.96964282,,,.64112324,.67364955,.60655659,,,.48052979,.77047938,.92691922,.96577609,
DR6,3,.94121706,.93099487,.95165026,,,.91277832,.99284244,.97766173,,,.88271415,.87702262,.88938975,,,.84424835,.95709729,.93764597,1,,.57220203,.59632123,.54656982,,,.40328777,.71575618,.8612237,.89544302,.93456811
DR6,4,.90868735,.8874203,.93039334,,,.86847174,.97524101,.96778852,,1,.83416933,.82013702,.85062778,,,.78227997,.93462783,.91201937,.9842093,,.49545765,.51700699,.47255653,,,.32821912,.62471843,.76675057,.87813199,
DR6,5,.85181016,.8202619,.88400954,,,.79272556,.943492,.94918847,1,,.77868688,.76006305,.80053073,,,.71624076,.8841905,,.96936607,,.4444772,.46707177,.42046529,,,.27669844,.56885964,.74086416,.7899515,.86509508
DR6,6,.78516829,.74631613,.82482219,,,.71027154,.90656018,.89590687,.97353959,,.73327219,.70808262,.76281708,,,.65726715,.85514373,.90338498,.96214563,,.35695893,.38578787,.32632163,,,.20615992,.44890484,.63803357,.6991244,.75416541
DR6,7,.68829906,.62346834,.75446755,,,.60175806,.8174879,.82311285,.9245013,.9141559,.66039962,.62842238,.69790572,,,.57504046,.79680336,.84610742,.92348534,,.30240306,.3190698,.28469086,,,.16287093,.37882137,.58551419,.6164304,.63401133
DR6,8,.56608623,.49906495,.63449049,,,.45996222,.69171304,.77484334,.89476937,,.55901611,.52108145,.60350955,,,.4601483,.71619165,.78348029,.84430218,,.24399473,.26404157,.22269043,,,.12562948,.28911054,.4984667,.53605968,.56716591
DR6,9,.39898431,.34587866,.45318583,,,.26186115,.52410549,.71849513,.84554833,.82831186,.4318701,.38794631,.48338825,,,.3200542,.58732486,.70294416,.81298727,,.14622134,.14782248,.14451982,,,.055525895,.17581844,.31882599,.39835063,.48730722
DR6,10,.27044666,.20495819,.33728644,,,.16829331,.36734059,.51870859,.57831472,.48496583,.3710075,.32459372,.42544618,,,.2565594,.52151197,.6485858,.79236835,1,.11567535,.11226695,.11929762,,,.035439443,.14596657,.28322053,.29892132,.42327374
DR6,11,.15829234,.13473888,.18233196,,,.08455348,.23541662,.33235165,.35529727,.34043893,.30471969,.25460699,.36349681,,,.19902824,.44249219,.56383425,.69607407,.87257195,.083964929,.070073746,.098727547,,,.029486757,.093248852,.17416281,,
DR6,12,.074422732,.067058183,.081939436,,,.038736884,.13015334,.12794556,.18691008,.060200728,.24967758,.19954728,.30847538,,,.15132824,.37094936,.49916294,.63119227,.76641506,.073167853,.059924021,.087242514,,,.025727661,.068213917,.14808553,.25662932,.39295921
DR6,13,.0053171581,,.010744181,,,,,.018209662,.073675379,,.069301791,.049238581,.092833959,,,.031780019,.095709331,.17576323,.25006187,.50467086,.032237321,.010485252,.05535394,,,.0054915664,,.073914707,.18513691,
DR6,14,.00079173117,,.0015999632,,,,,,.018401241,,.044563401,.029888049,.061776157,,,.02097008,.066097453,.080592357,.17251635,.45494914,.023378978,.0084556555,.039238483,,,,.014472988,.030419961,.14858998,
DR6,15,,,,,,,,,,,.025548305,.01775467,.034689512,,,.01261567,.03205575,.045783777,.097124681,.40522742,.020528341,,.035230357,,,.0036701958,,.018827209,,.20606494
DR6,16,,,,,,,,,,,.013422846,.0075279791,.020336989,,,.0023519946,.022038233,.025335846,.080766402,.26540101,.01633874,.0066941865,.026588345,,,.0019298606,.011995889,.010942775,.1357189,.089026518
DR6,17,,,,,,,,,,,.0038168989,.0033853566,.0043231216,,,,,,.04189349,.1532833,.0033776644,.0027130044,.0040840744,,,,,,.039647251,
DR6,18,,,,,,,,,,,.00094131078,,.0020454151,,,,.0022322887,,,,.00058220333,,.0012009352,,,,,,,.030314542
DR6,20,,,,,,,,,,,.00049040036,,.0010656328,,,,,.0060585854,,,,,,,,,,,,
DR6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DR6,1,.9879356,.98495001,.99085754,.98967916,.98320007,.96734434,.98989314,.98733896,.99621558,.99807346,.96616775,.95430714,.97790831,.97589159,.93786597,.89841199,.96915615,.97793639,.99503386,.99640584,.93097669,.92785358,.93394166,.95069993,.87630713,.80996174,.91513163,.93193531,.9788875,.97833663
DR6,2,.97854054,.97403532,.9829495,.98011351,.97426802,.95787358,.98148853,.9685064,.99092674,,.95264512,.94083804,.9643327,.96294504,.92266667,.86073077,.95512295,.9694894,.99075663,,.90166789,.89190626,.91093516,.92832613,.8277759,.74278349,.87628865,.89631385,.95934713,.97736561
DR6,3,.96683908,.95800316,.97548634,.97126132,.95482808,.92672074,.96809912,.95819592,.98622423,.99329245,.93537122,.91748208,.95307922,.94736451,.90046406,.81330109,.92962462,.96454787,.98605937,.9955889,.86389041,.85944122,.86811441,.8965776,.7732873,.6598621,.8239283,.84578466,.94621181,.96793348
DR6,4,.94706702,.93056792,.96321374,.95535618,.92455322,.87105668,.94984072,.94806415,.97240627,.99047822,.91382527,.8900736,.93733656,.92718881,.87492985,.75825441,.90954876,.95247871,.97550511,.98870486,.81624061,.81032521,.82185668,.85471755,.70958918,.5708195,.73998684,.80913889,.90557629,.95749861
DR6,5,.92753994,.90003675,.95445561,.93813276,.89876932,.8269732,.92358792,.92789537,.9647752,.98942447,.88930464,.8625465,.91579193,.90745115,.83648813,.71448731,.86814195,.93654424,.96149713,.98481977,.76848078,.76095659,.7756241,.81099021,.65065199,.50608885,.66695839,.74696612,.86451769,.94444531
DR6,6,.90186483,.8650642,.93787938,.91664338,.86172557,.75307429,.89472741,.91973126,.95163733,.98243082,.86228126,.82886678,.89535749,.8843385,.79808253,.65816545,.83086687,.91890776,.94356269,.98277146,.71666795,.7033819,.72928131,.76330918,.58738649,.43478227,.5995307,.68234318,.81095272,.92886752
DR6,7,.85918516,.8086158,.90867442,.87797219,.80815876,.67984277,.84420568,.86835879,.93090332,.96322662,.8331247,.79530209,.8705644,.85959363,.75608528,.59008473,.80192351,.89290309,.93144852,.97572911,.65576559,.64181674,.66900808,.70702893,.51367241,.35989511,.51382393,.6102035,.7671625,.88805121
DR6,8,.78419954,.72253382,.84454817,.80527961,.72694522,.54561186,.74612159,.80143136,.87847459,.9355284,.77376521,.73224741,.81486279,.80673307,.67781025,.49018547,.71525919,.82627898,.90416503,.96567601,.57120037,.55714363,.58454531,.6275292,.4150666,.2660082,.40925154,.50910747,.67802089,.84161633
DR6,9,.65924954,.58619732,.73074138,.68400496,.59201247,.37302524,.58571422,.66685355,.75524026,.89626008,.69750023,.64378417,.75067258,.73454243,.58968681,.37907583,.61365956,.7300483,.86294949,.93981642,.45669007,.42277643,.48888594,.51505303,.29491788,.16400073,.26336157,.36762047,.54832357,.77691591
DR6,10,.51950645,.44346184,.59392679,.54490513,.45052233,.27760929,.393709,.53077275,.61895257,.7563256,.63201255,.56882137,.69456416,.66747302,.52880281,.31197444,.52346909,.64884907,.80887592,.90726846,.40252218,.35958967,.44328004,.46421134,.23153044,.12183292,.21587755,.29267061,.48416683,.73667741
DR6,11,.36474743,.29850483,.42957515,.37946573,.32477191,.16186979,.25101942,.36752462,.44142056,.58418012,.57043189,.49797586,.64215451,.60858345,.45938957,.24876446,.45054153,.57887495,.74178177,.87377065,.35130599,.29920441,.40076846,.40998611,.1886549,.093931876,.17013294,.24388336,.42571408,.6706391
DR6,12,.2226167,.16649362,.27754104,.2290836,.20505244,.072737895,.14143249,.19381188,.27038327,.42153063,.51045513,.42947045,.59062016,.54640669,.40581602,.18123898,.38581064,.51856464,.68653703,.82285732,.3167755,.25772953,.37283057,.37025294,.16854537,.07479623,.14323176,.20580816,.3733885,.63990277
DR6,13,.051331181,.027447788,.074704446,.054728314,.042104576,.00093289121,.021256952,.035999931,.059969377,.13361973,.27362981,.19664802,.34983245,.30525905,.1815709,.047585499,.11756725,.20548511,.41452119,.61813736,.17655234,.12714794,.22345427,.21306577,.075343467,.020616693,.039554577,.081982389,.18039213,.45160848
DR6,14,.021158559,.0086719217,.033378493,.023924541,.013646201,,.0059169573,.0083320905,.029556302,.059906024,.20636955,.14240767,.26968396,.23185109,.13220376,.025482586,.077370293,.12883562,.30860218,.51978815,.1583579,.10958127,.20466387,.18913119,.0730597,.015354293,.03464606,.065209046,.15749362,.4187057
DR6,15,.0029620107,.002565708,.0033498479,.0040526129,,,,.00061455835,.0015005007,.011960698,.13154081,.090273857,.17238994,.15089977,.075195029,.010408741,.038877729,.062309742,.19291264,.37249655,.13771549,.09637849,.1769587,.16529237,.061277118,.014641297,.029787967,.055058233,.12873517,.37248674
DR6,16,.00022299815,.0001243845,.00031950453,.00030514933,,,.00032087922,,,.00078110502,.080270261,.053345971,.10692184,.092699029,.044095088,.0040140273,.02067095,.034388162,.1057657,.24883515,.11898247,.0831405,.15300898,.14238673,.054109793,.011527673,.022560922,.046266466,.10213287,.33426237
DR6,17,,,,,,,,,,,.025850041,.017812461,.033805985,.030404018,.01259476,.00096035138,.0065127802,.010328669,.022482861,.09303917,.03471395,.021856131,.046920665,.041675925,.015416422,.0061493311,.0054398281,.012606339,.028735539,.098162018
DR6,18,,,,,,,,,,,.0093898643,.0089554237,.0098195905,.01117972,.0041796709,,.0019275532,.00081781793,.0057445797,.039983023,.014446977,.010672426,.018030569,.016999312,.0073722056,.0054481826,.0022342007,.0058045597,.009018329,.041179255
DR6,19,,,,,,,,,,,.00087041914,.0007768909,.00096268288,.0011692093,,,,,.0040179058,.00047001638,.0073065078,.0038277765,.010609266,.0080338409,,,,,.0028077434,.023819048
DR6,20,,,,,,,,,,,.00044180561,.00019748547,.0006833357,.00059333316,,,,,.0022761778,,.005929281,.0030905083,.0086245006,.0061597475,.005290322,,.0010131943,.0036135311,.0018591679,.019016
DR6,21,,,,,,,,,,,.0001899354,,.00037775055,.00025492569,,,,,.00097817078,,.0012366381,.00036833464,.0020612096,.0016827603,,,.00051632652,,,.0047452608
DR6,23,,,,,,,,,,,,,,,,,,,,,.00052866247,,.00095240358,.00071936607,,,,,,.0021807919
DR6,25,,,,,,,,,,,,,,,,,,,,,.000040133287,.000082578284,,.000054588636,,,,,,.00016576408
ET7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ET7,1,.88063657,.90623778,.85771674,.96097082,.85872173,.70273054,.79954714,.91142613,.93460464,.96319437,.66417992,.78118438,.56916708,.89531904,.59603173,.38799134,.58326805,.6150018,.70352668,.89157218,.40296465,.53363109,.25612381,.74960542,.32793522,.19625556,.29441202,.31438145,.40877903,.73477656
ET7,2,.84025735,.87211955,.81173229,.95231134,.80968958,.64219761,.74501133,.86137313,.89825481,.94624931,.63242179,.74563742,.54048562,.88611352,.55762422,.34378114,.53734434,.57990658,.6682803,.88176483,.38278896,.50923234,.24069391,.74516904,.30435279,.17233133,.2632311,.29402956,.39031065,.72554582
ET7,3,.78097975,.80752957,.75721061,.93793166,.73816401,.56334829,.65275574,.78438878,.84447563,.92590177,.5816654,.69886535,.48649377,.87611413,.49485117,.2918117,.45442712,.51221836,.61774719,.86490804,.3367466,.44950193,.21003395,.72891933,.2518619,.13665955,.22394677,.23921783,.31600145,.69883382
ET7,4,.69576526,.71799362,.67586493,.89693862,.64088607,.46050593,.5340246,.68021905,.75774175,.88553351,.52074981,.63276422,.42978904,.84686208,.42459998,.23787268,.36826581,.43730101,.53894043,.83914512,.27917486,.37533933,.17110682,.67132616,.19429483,.096218869,.15435511,.16662338,.26420024,.64521867
ET7,5,.60147142,.6057108,.59767598,.85067379,.53349018,.35605156,.42731625,.55793393,.64668745,.8382135,.46171996,.56507319,.37779248,.81127238,.35865912,.17646857,.29583344,.36311096,.48382059,.79806221,.23364136,.31222534,.14532994,.62378186,.14919654,.070535995,.10229836,.12141402,.21596484,.59121007
ET7,6,.50612479,.50825799,.50421488,.79997021,.42596507,.27619353,.33345136,.43416488,.52544719,.77487594,.41231877,.50302851,.33865836,.78332382,.30293295,.14100361,.22887076,.30256835,.4317466,.76159036,.19510575,.26250258,.1193663,.57929921,.11194815,.051258918,.06987226,.089955777,.15904437,.54250067
ET7,7,.40154704,.39238158,.40975249,.71867597,.3150357,.18346027,.23570582,.32567608,.39962485,.67985225,.36391401,.44667214,.2967107,.74890888,.25040349,.10722951,.17813449,.23652513,.37377834,.72450614,.15990332,.21240529,.10090248,.52531666,.080810629,.036878817,.049266946,.05984759,.11498149,.48167983
